,vv_list,vh_list,vv/vh_list
10,"[0.11654572188854218, 0.15474338829517365, 0.4182973802089691, 0.11575508862733841, 0.43529224395751953, 0.14407558739185333, 0.188034787774086, 0.20951277017593384, 0.20851029455661774, 0.1959875226020813, 0.12084948271512985, 0.04376985877752304, 0.3919144868850708, 0.5351873636245728, 0.21037110686302185, 0.13283587992191315, 0.44075682759284973, 0.32362502813339233, 0.19218426942825317, 0.19833894073963165, 0.2270045429468155, 0.01970444992184639, 0.21751371026039124, 0.05020897835493088]","[0.06999442726373672, 0.02309919148683548, 0.0531800203025341, 0.03875498101115227, 0.06908656656742096, 0.08169601857662201, 0.054506875574588776, 0.041964009404182434, 0.08778203278779984, 0.06226295232772827, 0.03155237063765526, 0.009575312957167625, 0.02748601697385311, 0.077774778008461, 0.04300300031900406, 0.03265821561217308, 0.0892312303185463, 0.12959717214107513, 0.04557976871728897, 0.09197067469358444, 0.05897277593612671, 0.010121257044374943, 0.024518543854355812, 0.010781160555779934]","[1.6650714413220595, 6.699082449849548, 7.865686734027754, 2.9868441580200575, 6.300678490553178, 1.7635570239781766, 3.4497443816381255, 4.992677609948593, 2.3753185923668543, 3.1477389888368648, 3.8301237045848326, 4.571115218198586, 14.25868605327178, 6.881245788529934, 4.892009983081432, 4.067456761856874, 4.939490647157876, 2.497161186365278, 4.216438012669321, 2.156545457564933, 3.849310793724271, 1.9468382074929582, 8.871395934132895, 4.657103295619981]"
11,"[0.11180565506219864, 0.09081190079450607, 0.014089593663811684, 0.016586143523454666, 0.021039804443717003, 0.009428681805729866, 0.17866471409797668, 0.22922034561634064, 0.2597799599170685, 0.517229437828064, 0.5091632008552551, 0.29790323972702026, 0.10834385454654694, 0.09557029604911804, 0.03535204008221626, 0.028753943741321564, 0.19987304508686066, 0.09175582975149155, 0.07311501353979111, 0.19920940697193146, 0.22798660397529602, 0.08915255963802338, 0.10002904385328293, 0.11249671876430511]","[0.020394640043377876, 0.030732396990060806, 0.003340574214234948, 0.006052314769476652, 0.0034155964385718107, 0.0035590773914009333, 0.008037164807319641, 0.007727879099547863, 0.049264635890722275, 0.031700681895017624, 0.0250632893294096, 0.013028197921812534, 0.027493175119161606, 0.01856989413499832, 0.020245786756277084, 0.0302846971899271, 0.054224200546741486, 0.03146182373166084, 0.030987948179244995, 0.09897638857364655, 0.2106577605009079, 0.008610531687736511, 0.005454776342958212, 0.004888848401606083]","[5.4821097516012225, 2.9549241090395792, 4.217716105145251, 2.740462807239102, 6.159921062722075, 2.6491926892375117, 22.229818397560095, 29.661481845614237, 5.273152946736613, 16.316035079023223, 20.315098874823114, 22.866035772165702, 3.9407545355150977, 5.146518087520948, 1.7461430621487493, 0.9494545565700859, 3.686048721263659, 2.9164180224922975, 2.3594661097555933, 2.0126962586001342, 1.0822606460506516, 10.353897165839165, 18.337881805624242, 23.01088303890702]"
12,"[0.18207302689552307, 0.238353431224823, 0.058945003896951675, 0.07580385357141495, 0.15480633080005646, 0.10202112793922424, 0.4881468415260315, 0.3024339973926544, 0.17545491456985474, 0.4148831367492676, 0.3676237165927887, 0.4371045231819153, 0.026656562462449074, 0.11203628778457642, 0.025654515251517296, 0.05328625068068504, 0.05693985894322395, 0.1230909675359726, 0.07976659387350082, 0.1306789219379425, 0.39169830083847046, 0.1735064536333084, 0.12074333429336548, 0.17712943255901337]","[0.04009099304676056, 0.06830541044473648, 0.016399534419178963, 0.021746473386883736, 0.013707706704735756, 0.009099225513637066, 0.009384466335177422, 0.018074102699756622, 0.032857246696949005, 0.033688630908727646, 0.02287374809384346, 0.02373858541250229, 0.021057358011603355, 0.02344898320734501, 0.017845213413238525, 0.03973321616649628, 0.04228992015123367, 0.01802455261349678, 0.048058249056339264, 0.04417184740304947, 0.11885351687669754, 0.03170604631304741, 0.009470248594880104, 0.02056766115128994]","[4.541494561712658, 3.489524909855661, 3.594309593814843, 3.4857998454653165, 11.293379274490443, 11.21206720135956, 52.016473189980566, 16.733002042570384, 5.33991530660257, 12.315226993738847, 16.071861729199323, 18.41325064600132, 1.2659025148245262, 4.777874025236322, 1.4376132499757843, 1.341100867782682, 1.3464167995494054, 6.829071998369718, 1.6597898475241886, 2.9584210220041847, 3.295639129003064, 5.472345934280317, 12.749753407597229, 8.612035722297202]"
13,"[0.11586694419384003, 0.04356536269187927, 0.04883701354265213, 0.026142003014683723, 0.08944743871688843, 0.17386135458946228, 0.36036399006843567, 0.1293552815914154, 0.35332638025283813, 0.19852271676063538, 0.3013525605201721, 0.19789449870586395, 0.08514105528593063, 0.20108924806118011, 0.15149441361427307, 0.18785282969474792, 0.14668351411819458, 0.2245718538761139, 0.4183723032474518, 0.13280023634433746, 0.1878717541694641, 0.024034440517425537, 0.03880804032087326, 0.027520421892404556]","[0.01830819807946682, 0.042174674570560455, 0.014448335394263268, 0.0248646792024374, 0.06316465139389038, 0.11558156460523605, 0.0551128126680851, 0.06866341829299927, 0.01915477216243744, 0.01624130830168724, 0.01406967081129551, 0.05504302307963371, 0.03162749484181404, 0.027277346700429916, 0.02055402845144272, 0.02299264818429947, 0.020923925563693047, 0.04173826426267624, 0.02924787998199463, 0.05062791332602501, 0.03938320279121399, 0.011003277264535427, 0.0056433598510921, 0.008561763912439346]","[6.328691862023724, 1.0329744837507193, 3.380113501659363, 1.0513710151595728, 1.4160996181091923, 1.5042308449732307, 6.538660841694193, 1.883903901192815, 18.44586702762835, 12.22332050306635, 21.418593552184475, 3.595269438954312, 2.6919949149234372, 7.372023762780812, 7.370546069456251, 8.170125867581588, 7.010324791669022, 5.3804789883640085, 14.304363376251787, 2.623063595158527, 4.770352354668739, 2.184298363078675, 6.876761600336925, 3.2143401959986617]"
14,"[0.06629113852977753, 0.07043428719043732, 0.15839874744415283, 0.12437687069177628, 0.07166695594787598, 0.19977955520153046, 0.053520116955041885, 0.10166248679161072, 0.1837114542722702, 0.05834903195500374, 0.158652663230896, 0.13677288591861725, 0.11300510913133621, 0.16779424250125885, 0.010706780478358269, 0.05765152350068092, 0.058560244739055634, 0.037775181233882904, 0.11469713598489761, 0.09425752609968185, 0.03478364273905754, 0.2630290687084198, 0.11637252569198608, 0.08603260666131973]","[0.026497727259993553, 0.026966534554958344, 0.05525215342640877, 0.07163868099451065, 0.015034377574920654, 0.01578054018318653, 0.016580855473876, 0.016596172004938126, 0.009189222939312458, 0.00906441081315279, 0.011387087404727936, 0.010418298654258251, 0.018036022782325745, 0.015982789918780327, 0.014696331694722176, 0.03827974945306778, 0.012635644525289536, 0.015162063762545586, 0.04317353293299675, 0.03856845945119858, 0.03112422116100788, 0.04341478645801544, 0.012478057295084, 0.019230570644140244]","[2.50176695832568, 2.611914669528293, 2.8668339172540427, 1.7361691891187487, 4.766872162863996, 12.65986796918313, 3.2278260334254534, 6.125658782119241, 19.99205542030473, 6.43715660706123, 13.93268160609913, 13.128140251836065, 6.265522642945132, 10.498432586171633, 0.7285342152561339, 1.506058015645154, 4.634527714185896, 2.491427408925549, 2.656653931076293, 2.44390176431464, 1.117574719673119, 6.058513473578496, 9.326173372984396, 4.47374174450381]"
15,"[0.09167160838842392, 0.12005722522735596, 0.0528595969080925, 0.06922351568937302, 0.21035972237586975, 0.2229350507259369, 0.3695603907108307, 0.362551748752594, 0.04566291719675064, 0.012874980457127094, 0.10861065983772278, 0.1739017218351364, 0.49876609444618225, 0.3704359233379364, 0.16739431023597717, 0.25341594219207764, 0.03704719617962837, 0.08650950342416763, 0.09265770018100739, 0.05423853546380997, 0.1069321483373642, 0.10478723049163818, 0.24707700312137604, 0.41417527198791504]","[0.06546585261821747, 0.0166961420327425, 0.029230458661913872, 0.05255943164229393, 0.05462637171149254, 0.06577365100383759, 0.04205187410116196, 0.042490724474191666, 0.0029001859948039055, 0.006151536013931036, 0.007547046523541212, 0.005344504956156015, 0.022509625181555748, 0.044370606541633606, 0.0280037559568882, 0.03236788511276245, 0.04650112986564636, 0.03967217355966568, 0.032047778367996216, 0.04227132722735405, 0.0558239109814167, 0.05389147251844406, 0.11120996624231339, 0.05146275460720062]","[1.400296562591687, 7.190716573440374, 1.8083738445393078, 1.3170522116846808, 3.8508821981968344, 3.3894279445264437, 8.788202633295223, 8.53249157878688, 15.744823703914932, 2.0929700204907933, 14.391147516970742, 32.538415299779906, 22.157903138025958, 8.348678375409424, 5.977566384083651, 7.829240041764648, 0.7966945381040672, 2.180609118733061, 2.891236300908081, 1.2831046248463156, 1.9155259181493212, 1.9444120858968055, 2.2217163755182194, 8.04805873974659]"
16,"[0.15151424705982208, 0.08881751447916031, 0.3655543029308319, 0.6929376125335693, 0.02484384924173355, 0.024213211610913277, 0.02334018051624298, 0.025538703426718712, 0.37133967876434326, 0.4388887882232666, 0.16863830387592316, 0.271621435880661, 0.020971640944480896, 0.13771656155586243, 0.020601410418748856, 0.07818207889795303, 0.07035420835018158, 0.12266851216554642, 0.1833133101463318, 0.07145494222640991, 0.08164769411087036, 0.382307767868042, 0.09430768340826035, 0.0721765011548996]","[0.027858292683959007, 0.05070905759930611, 0.02737950161099434, 0.04633403941988945, 0.0052612824365496635, 0.004520282614976168, 0.005049238447099924, 0.0064375861547887325, 0.03909357637166977, 0.023178083822131157, 0.01592855527997017, 0.04851851984858513, 0.020783504471182823, 0.028815440833568573, 0.01603756472468376, 0.04526698216795921, 0.028290828689932823, 0.024808406829833984, 0.07000115513801575, 0.02378188818693161, 0.055193472653627396, 0.04403240233659744, 0.007066043093800545, 0.011802763678133488]","[5.438748482496381, 1.751511834058925, 13.351386308070788, 14.9552601329233, 4.722013984488939, 5.356570301753342, 4.62251501108026, 3.9671241382488085, 9.498739005967352, 18.93550785264664, 10.58716882428015, 5.5983042501776135, 1.0090522016418806, 4.7792626998587995, 1.284572238517035, 1.7271325622694529, 2.486820344545681, 4.944634817018087, 2.6187183595028882, 3.0045949953492395, 1.4792998190793192, 8.682419027369026, 13.346604621050503, 6.1152203944079755]"
17,"[0.1313672810792923, 0.03726361319422722, 0.15215912461280823, 0.35476863384246826, 0.050960440188646317, 0.010058140382170677, 0.067927785217762, 0.03254009783267975, 0.6897258162498474, 0.4688965380191803, 0.18092083930969238, 0.10797114670276642, 0.05227553844451904, 0.16724565625190735, 0.027983492240309715, 0.07825072854757309, 0.018186502158641815, 0.10869169980287552, 0.07067427039146423, 0.08992830663919449, 0.04288000985980034, 0.2322774976491928, 0.4036901891231537, 0.24630406498908997]","[0.06408732384443283, 0.03788989409804344, 0.05681735649704933, 0.04573332145810127, 0.008242353796958923, 0.00464276596903801, 0.006047897040843964, 0.002216220833361149, 0.015998290851712227, 0.015318777412176132, 0.0570911169052124, 0.05125868692994118, 0.012224329635500908, 0.05645470321178436, 0.018028249964118004, 0.03483648598194122, 0.012618297711014748, 0.011011945083737373, 0.027216743677854538, 0.018532171845436096, 0.053643662482500076, 0.039132922887802124, 0.06613043695688248, 0.02879217080771923]","[2.049816924766222, 0.9834710305023375, 2.6780394934549663, 7.757333658074467, 6.182753306154917, 2.1664112404646456, 11.231637172229853, 14.682696481708017, 43.11246886576194, 30.609266353493577, 3.1689840577137907, 2.106397045447889, 4.276352160261178, 2.9624751657005692, 1.55220236551001, 2.2462290998046486, 1.4412801611715405, 9.870345245672652, 2.596720284688936, 4.85255087149114, 0.7993490353830499, 5.93560308068873, 6.104453678211178, 8.554550007151786]"
18,"[0.2109251767396927, 0.25283774733543396, 0.10671454668045044, 0.26462775468826294, 0.07188714295625687, 0.23879481852054596, 0.19083914160728455, 0.1615665704011917, 0.09273657202720642, 0.2196258157491684, 0.3799218535423279, 0.2829172909259796, 0.1705961525440216, 0.5515598654747009, 0.1187710165977478, 0.2923859655857086, 0.0443054735660553, 0.2084759622812271, 0.2600637972354889, 0.2039540708065033, 0.4395812749862671, 0.338984876871109, 0.08215764164924622, 0.3073959946632385]","[0.025714492425322533, 0.02519766055047512, 0.026521746069192886, 0.06411828100681305, 0.03646083548665047, 0.034241143614053726, 0.015417754650115967, 0.04434345290064812, 0.040795572102069855, 0.05931210145354271, 0.09670887887477875, 0.06431672722101212, 0.05101853609085083, 0.048680465668439865, 0.04289320483803749, 0.027530644088983536, 0.011619620956480503, 0.028420187532901764, 0.09056851267814636, 0.04979358986020088, 0.10153607279062271, 0.08659875392913818, 0.02195332571864128, 0.06078075245022774]","[8.202579823507719, 10.034175467558098, 4.023662182800545, 4.1271810555891895, 1.9716263216891219, 6.973914808807276, 12.37788160066804, 3.6435270560274815, 2.273201900323423, 3.702883734800635, 3.928510576927077, 4.398813545872577, 3.3438072829105474, 11.330209312937692, 2.768993761278062, 10.620382314364656, 3.8129878532178125, 7.335488621947923, 2.8714592913729136, 4.095990495546096, 4.329311375797708, 3.9144313456114244, 3.7423779295309, 5.057456222098592]"
19,"[0.26725006103515625, 0.04382942616939545, 0.38288870453834534, 0.07448698580265045, 0.012479227967560291, 0.02342064306139946, 0.17508986592292786, 0.05971668288111687, 0.2572970390319824, 0.129868283867836, 0.20665808022022247, 0.1812414824962616, 0.11118721961975098, 0.19906382262706757, 0.019984198734164238, 0.03912680223584175, 0.029999980702996254, 0.03459249809384346, 0.04525694623589516, 0.08412300795316696, 0.045205697417259216, 0.26161715388298035, 0.14469914138317108, 0.08945104479789734]","[0.03506213054060936, 0.005438202992081642, 0.06839055567979813, 0.0409829281270504, 0.006774210836738348, 0.0037747507449239492, 0.01330635603517294, 0.007086173631250858, 0.012981937266886234, 0.005346345715224743, 0.038576699793338776, 0.04308442026376724, 0.020154187455773354, 0.03018648736178875, 0.017759112641215324, 0.03901448845863342, 0.019183993339538574, 0.02603139914572239, 0.05586734786629677, 0.018395161256194115, 0.03548669442534447, 0.0409613735973835, 0.010743946768343449, 0.008039201609790325]","[7.622185443797381, 8.059542137947735, 5.598561098567689, 1.8175125401419527, 1.842167046216235, 6.204553530559359, 13.158363225823024, 8.427211353918747, 19.819618115724886, 24.29103742730501, 5.357069975589439, 4.206659423213371, 5.516829684339388, 6.594467923387815, 1.1252926392158207, 1.0028787709808733, 1.563802706351327, 1.3288758664179552, 0.8100786589011759, 4.573105219441369, 1.2738773827571124, 6.386923359906362, 13.467968941313124, 11.126856762612073]"
