,vv_list,vh_list,vv/vh_list
10,"[0.01801432855427265, 0.06564312428236008, 0.014911440201103687, 0.009782897308468819, 0.010937915183603764, 0.46285322308540344, 0.43090197443962097, 0.052424754947423935, 0.03130118548870087, 0.06074775755405426, 0.033223364502191544, 0.03826557472348213, 0.07192083448171616, 0.07216697931289673, 0.06263706088066101, 0.35691356658935547, 0.21263037621974945, 0.023229004815220833, 0.06946703791618347, 0.05477162078022957, 0.05458300933241844, 0.2667742967605591]","[0.004996486008167267, 0.006247735116630793, 0.0018543315818533301, 0.006787178106606007, 0.0016023950884118676, 0.012959659099578857, 0.01505446806550026, 0.02609572373330593, 0.01718362234532833, 0.014563002623617649, 0.0024244431406259537, 0.014346119947731495, 0.017375927418470383, 0.016827233135700226, 0.017270268872380257, 0.052423570305109024, 0.027668993920087814, 0.006597231607884169, 0.01698138378560543, 0.0040467409417033195, 0.013157345354557037, 0.01040963176637888]","[3.6053995797899545, 10.506707319845427, 8.041409824989499, 1.4413791939461642, 6.82597897528775, 35.714922709691066, 28.622862831474087, 2.008940448756909, 1.8215708457542215, 4.171375857306801, 13.703503268636684, 2.667311779275409, 4.139107671758875, 4.288701459765784, 3.626872363338494, 6.8082651469957565, 7.684788859105529, 3.521023089057612, 4.090776039999074, 13.534748472724218, 4.14848192105208, 25.627640126732345]"
11,"[0.01381298340857029, 0.0063136606477200985, 0.08803395181894302, 0.1552741527557373, 0.0072075119242072105, 0.13318078219890594, 0.07924366742372513, 0.2078954577445984, 0.04013848304748535, 0.03167444095015526, 0.04271053150296211, 0.012544294819235802, 0.0406198613345623, 0.08054706454277039, 0.049539972096681595, 0.09273847937583923, 0.20519304275512695, 0.010389294475317001, 0.1534598469734192, 0.012972614727914333, 0.015421122312545776, 0.16202965378761292]","[0.003922034054994583, 0.007326710969209671, 0.006162489764392376, 0.005687633994966745, 0.0029006265103816986, 0.006408582907170057, 0.003250026609748602, 0.020843930542469025, 0.01068929210305214, 0.0171757061034441, 0.010120832361280918, 0.01696624606847763, 0.01356303971260786, 0.030556946992874146, 0.02878401428461075, 0.05073406174778938, 0.059046369045972824, 0.00197904696688056, 0.00789811834692955, 0.003626486286520958, 0.004302395973354578, 0.0053937677294015884]","[3.521892776779922, 0.861731911392862, 14.285452014478633, 27.300306752007373, 2.4848121253841677, 20.781627409376338, 24.382467265354123, 9.973908583173227, 3.755017887108213, 1.8441419968058168, 4.220061154886727, 0.7393677286422495, 2.994893637065967, 2.6359657122013496, 1.7210932292778889, 1.827933269700806, 3.47511703209669, 5.249645232873354, 19.429924981192237, 3.5771856565765514, 3.5843103257002, 30.040161519077742]"
12,"[0.0822814404964447, 0.029190078377723694, 0.09366926550865173, 0.1450614035129547, 0.011891505680978298, 0.3697865605354309, 0.18202169239521027, 0.14357228577136993, 0.15249638259410858, 0.2748485207557678, 0.023255884647369385, 0.0260783564299345, 0.0451216958463192, 0.06454936414957047, 0.05901680514216423, 0.10947474837303162, 0.1386515200138092, 0.08366712927818298, 0.22344210743904114, 0.21558837592601776, 0.06738592684268951, 0.2647048532962799]","[0.008343593217432499, 0.008488035760819912, 0.007695820182561874, 0.005011466797441244, 0.004148511681705713, 0.006884132977575064, 0.007414667401462793, 0.02610311098396778, 0.01305790152400732, 0.016168003901839256, 0.030441392213106155, 0.019688880071043968, 0.016748635098338127, 0.03371184319257736, 0.021228885278105736, 0.1218813806772232, 0.07242874801158905, 0.05577324330806732, 0.02284380979835987, 0.02079682983458042, 0.013499782420694828, 0.02399015799164772]","[9.861631356204162, 3.438967412515242, 12.17144674467563, 28.945897354247702, 2.866451053619537, 53.71577825994992, 24.548868147383164, 5.500198266005547, 11.6784754666544, 16.99953330197436, 0.7639560137251823, 1.3245220823040822, 2.694052117166035, 1.9147385024555073, 2.7800237444888736, 0.8982073206321161, 1.914316121985487, 1.5001302473309983, 9.781297840042589, 10.366405728220322, 4.9916305865336446, 11.033893707095972]"
13,"[0.06160992383956909, 0.12404614686965942, 0.12038934230804443, 0.02870595082640648, 0.018409764394164085, 0.6191903352737427, 0.21756397187709808, 0.24121566116809845, 0.06201474741101265, 0.19172067940235138, 0.02449410781264305, 0.10927808284759521, 0.04015776887536049, 0.10127435624599457, 0.07875952869653702, 0.2758936583995819, 0.2430891990661621, 0.04009793698787689, 0.09104140102863312, 0.021911343559622765, 0.019492538645863533, 0.44550392031669617]","[0.019937895238399506, 0.01367382612079382, 0.0033386799041181803, 0.00505458191037178, 0.0013786859344691038, 0.045146167278289795, 0.012659406289458275, 0.01734023168683052, 0.01669658161699772, 0.014969175681471825, 0.0342928022146225, 0.01847398281097412, 0.013684304431080818, 0.02919958531856537, 0.031509995460510254, 0.07698553800582886, 0.039814721792936325, 0.013892265036702156, 0.0107382507994771, 0.006385787855833769, 0.006893509533256292, 0.009559820406138897]","[3.09009166227893, 9.071794958765942, 36.058965149533236, 5.6791939146347845, 13.353124111803758, 13.715235923725983, 17.185953819830214, 13.910751916382743, 3.7142182054726347, 12.807697864061723, 0.714263817209978, 5.915242206606397, 2.9345860491199796, 3.4683491269173397, 2.4995093634729972, 3.5837076098460594, 6.105510427283444, 2.886349841580306, 8.478233813747988, 3.431267065911929, 2.8276654368614222, 46.601703943163315]"
14,"[0.37613335251808167, 0.21619583666324615, 0.061744097620248795, 0.16988596320152283, 0.005274214316159487, 0.11072778701782227, 0.14370712637901306, 0.045524418354034424, 0.39149823784828186, 0.2747555673122406, 0.059652045369148254, 0.08082456886768341, 0.03635669872164726, 0.05504056438803673, 0.1246456503868103, 0.11617886275053024, 0.05516262352466583, 0.08950994908809662, 0.13441292941570282, 0.15102644264698029, 0.2538575530052185, 0.20990446209907532]","[0.12481802701950073, 0.03188762813806534, 0.05366398021578789, 0.018001552671194077, 0.0010791008826345205, 0.006854414939880371, 0.0072439126670360565, 0.005324436817318201, 0.03779983893036842, 0.02596636861562729, 0.019601693376898766, 0.07056906074285507, 0.011711283586919308, 0.016645705327391624, 0.01810046099126339, 0.024366918951272964, 0.015298305079340935, 0.031217848882079124, 0.03992252051830292, 0.058309406042099, 0.02788359858095646, 0.005337189882993698]","[3.013453757439357, 6.779928432656485, 1.1505687310551695, 9.437295010300573, 4.887600780459935, 16.154228769195985, 19.838329502916654, 8.550090820114953, 10.357140372197508, 10.58120876967313, 3.0432087790665134, 1.1453258413371568, 3.1044162197775806, 3.306592499716055, 6.88632463266949, 4.767893018516437, 3.6057996777145127, 2.8672683190378496, 3.3668447700860904, 2.5900871385645776, 9.104189054657907, 39.32864797782634]"
15,"[0.36970871686935425, 0.2669403553009033, 0.06390709429979324, 0.00994023960083723, 0.0168636292219162, 0.0651104524731636, 0.00955722015351057, 0.033916790038347244, 0.11270251870155334, 0.10978080332279205, 0.1354207992553711, 0.05988287925720215, 0.06831882148981094, 0.02031327411532402, 0.06257376819849014, 0.13734668493270874, 0.06165191903710365, 0.2858184576034546, 0.12371410429477692, 0.021071607246994972, 0.1304907500743866, 0.013150566257536411]","[0.03472186252474785, 0.03266429528594017, 0.011064477264881134, 0.0031782807782292366, 0.005317503586411476, 0.005665085278451443, 0.0015220100758597255, 0.00566636910662055, 0.05035046115517616, 0.030261563137173653, 0.01903856359422207, 0.014880428090691566, 0.01385122537612915, 0.018146246671676636, 0.0199649129062891, 0.019856523722410202, 0.022736376151442528, 0.08468804508447647, 0.06068321689963341, 0.0019025527872145176, 0.011825346387922764, 0.002954891650006175]","[10.647721348641538, 8.172236779153891, 5.7758801224740735, 3.127552376406274, 3.1713432718710473, 11.49328726274031, 6.279340922307667, 5.985630198131477, 2.2383612009870784, 3.62773075617948, 7.112973548932513, 4.0242712704389065, 4.932330507562881, 1.1194201469238134, 3.1341868853722334, 6.916955195823042, 2.7115983051323727, 3.3749563745195696, 2.038687311178526, 11.075438951602186, 11.034835326909063, 4.450439412053884]"
16,"[0.34040144085884094, 0.26856935024261475, 0.007860535755753517, 0.10489417612552643, 0.007325056008994579, 0.0102061927318573, 0.033296722918748856, 0.3657092750072479, 0.13945746421813965, 0.17351457476615906, 0.10626455396413803, 0.08241719752550125, 0.03145162761211395, 0.10082338005304337, 0.05012137070298195, 0.11797277629375458, 0.27431491017341614, 0.2265145182609558, 0.19999392330646515, 0.11710125207901001, 0.06955097615718842, 0.14417654275894165]","[0.07255817949771881, 0.09668868780136108, 0.004585088696330786, 0.004356150981038809, 0.001526756677776575, 0.0015075758565217257, 0.007039627991616726, 0.006732417270541191, 0.029224006459116936, 0.0327167883515358, 0.027258407324552536, 0.03762432187795639, 0.042026035487651825, 0.03969987854361534, 0.03932696953415871, 0.09932354092597961, 0.06501440703868866, 0.07444584369659424, 0.09367381036281586, 0.002751316875219345, 0.006665595807135105, 0.003910921048372984]","[4.69142753050389, 2.777670856329835, 1.7143693996680818, 24.0795547679829, 4.797788747622904, 6.76993644313527, 4.729898079614561, 54.32064893058093, 4.772017293838007, 5.303533247266732, 3.898413898468018, 2.190529779987568, 0.7483843585806502, 2.5396395090296338, 1.2744783362838934, 1.187762490079499, 4.219294194441815, 3.042675144956661, 2.135003610207079, 42.5618921374421, 10.434322477630346, 36.86511207351572]"
17,"[0.2938637137413025, 0.2794356346130371, 0.02875419147312641, 0.06801295280456543, 0.014932321384549141, 0.09024519473314285, 0.03858727216720581, 0.09053321182727814, 0.07399396598339081, 0.18791703879833221, 0.06565675139427185, 0.17933706939220428, 0.06730202585458755, 0.027442922815680504, 0.05651114508509636, 0.08267594128847122, 0.07633847743272781, 0.09503579884767532, 0.11454140394926071, 0.1022074744105339, 0.046992119401693344, 0.0516374297440052]","[0.054584063589572906, 0.037635959684848785, 0.0050335777923464775, 0.008158394135534763, 0.00635814294219017, 0.0041798497550189495, 0.010028783231973648, 0.0031451855320483446, 0.02365492656826973, 0.04291343688964844, 0.017744362354278564, 0.016542406752705574, 0.020167000591754913, 0.015550387091934681, 0.011940049938857555, 0.016079967841506004, 0.03256012126803398, 0.09092895686626434, 0.07505808770656586, 0.007320284377783537, 0.00946009624749422, 0.002352060517296195]","[5.383690667498026, 7.424698000341687, 5.71247582918992, 8.33656129805346, 2.348535023562312, 21.590535550896547, 3.847652429477419, 28.784696770596284, 3.1280573105919047, 4.378978996288724, 3.700147127486975, 10.841050644754157, 3.3372352794050766, 1.7647742563215016, 4.732906928737975, 5.141548919959035, 2.3445391005860103, 1.0451653920043447, 1.526036799619143, 13.962227303726781, 4.967403943077277, 21.954124634244053]"
18,"[0.05228683724999428, 0.10566522181034088, 0.18021540343761444, 0.09109962731599808, 0.024062402546405792, 0.0750863254070282, 0.027446897700428963, 0.1268554925918579, 0.16247862577438354, 0.034105945378541946, 0.018421897664666176, 0.022046135738492012, 0.03548509627580643, 0.06537332385778427, 0.030962493270635605, 0.233899787068367, 0.09756990522146225, 0.22118479013442993, 0.07763116806745529, 0.004084184765815735, 0.02700456604361534, 0.32930755615234375]","[0.032825078815221786, 0.031103985384106636, 0.010252001695334911, 0.007681223563849926, 0.005201247055083513, 0.0057932594791054726, 0.003636846086010337, 0.00967369694262743, 0.02986026741564274, 0.023027101531624794, 0.011397140100598335, 0.016430087387561798, 0.024010103195905685, 0.049434542655944824, 0.01429816335439682, 0.02165554091334343, 0.03507736325263977, 0.037299782037734985, 0.015592730604112148, 0.004779944196343422, 0.005095190834254026, 0.029462626203894615]","[1.592892968949936, 3.397160219356751, 17.57855770933202, 11.860041119586656, 4.626275639586868, 12.960980891299927, 7.546895593411965, 13.11344497808955, 5.441298415474563, 1.4811219437106216, 1.6163614294518542, 1.341814880131543, 1.477923521872139, 1.322421941126681, 2.1654874478066684, 10.800921020829625, 2.781563269699856, 5.929921786423964, 4.978676925706793, 0.85444193447699, 5.300010720318586, 11.177128402382987]"
19,"[0.056702982634305954, 0.035547275096178055, 0.0807337686419487, 0.020872676745057106, 0.017440691590309143, 0.18295051157474518, 0.06974715739488602, 0.1550077497959137, 0.05049092695116997, 0.11116979271173477, 0.023857375606894493, 0.036388132721185684, 0.030976001173257828, 0.0962274968624115, 0.06583515554666519, 0.15617939829826355, 0.48768067359924316, 0.25421077013015747, 0.23655685782432556, 0.10922469943761826, 0.08656688779592514, 0.2788423001766205]","[0.02034725621342659, 0.014710400253534317, 0.01221985649317503, 0.00339725730009377, 0.0034064920619130135, 0.008329964242875576, 0.004099130164831877, 0.04200228303670883, 0.017673887312412262, 0.013758079148828983, 0.012551890686154366, 0.018375597894191742, 0.0257585309445858, 0.025703895837068558, 0.023625683039426804, 0.05327043682336807, 0.04473433271050453, 0.020779693499207497, 0.03941654786467552, 0.006812643259763718, 0.005545244552195072, 0.007437901571393013]","[2.7867630917670967, 2.4164723245812074, 6.606768965498056, 6.143978775019774, 5.119839199189216, 21.962940805084305, 17.015111643264113, 3.690460103333936, 2.856809374116044, 8.080328039194118, 1.9006997593765604, 1.9802421086220787, 1.2025530974532805, 3.743693075648019, 2.786592685460088, 2.9318212429178456, 10.901708912374719, 12.233615002062116, 6.001460570227258, 16.03264625387217, 15.611013541622405, 37.48937754824272]"
20,"[0.041652828454971313, 0.05867575481534004, 0.1282263547182083, 0.07904503494501114, 0.05286397412419319, 0.21313290297985077, 0.25946593284606934, 0.015168800950050354, 0.0815482810139656, 0.08522918820381165, 0.016455387696623802, 0.022592686116695404, 0.07624486833810806, 0.063691645860672, 0.08067573606967926, 0.4970671534538269, 0.1629827618598938, 0.11082012951374054, 0.08668843656778336, 0.04225299879908562, 0.042329687625169754, 0.4286455512046814]","[0.0033437637612223625, 0.007071428932249546, 0.004043621476739645, 0.008151540532708168, 0.0065874941647052765, 0.009261479601264, 0.010604968294501305, 0.017594581469893456, 0.011025635525584221, 0.028385302051901817, 0.0067441631108522415, 0.021764660254120827, 0.031434036791324615, 0.033365096896886826, 0.014828098006546497, 0.06105469539761543, 0.05447807535529137, 0.0153545206412673, 0.008278120309114456, 0.0036161309108138084, 0.0021358150988817215, 0.025740183889865875]","[12.456869393113019, 8.297581065652349, 31.710771014500764, 9.696944353995647, 8.024898816219038, 23.01283511446298, 24.466450595670604, 0.8621291149213229, 7.39624313036092, 3.0025816899172746, 2.439945094172608, 1.0380445112814385, 2.425551285196391, 1.9089303429121716, 5.440733938638759, 8.141341959315392, 2.991712919315964, 7.217426847953614, 10.47199525142644, 11.68458771023215, 19.818985101909288, 16.652777347618045]"
