,vv_list,vh_list,vv/vh_list
10,"[0.005648266524076462, 0.016479266807436943, 0.0061179562471807, 0.022248653694987297, 0.014667229726910591, 0.0767304077744484, 0.14950132369995117, 0.32039007544517517, 0.02306184358894825, 0.08997509628534317, 0.022827619686722755, 0.021283863112330437, 0.04345135763287544, 0.11436428874731064, 0.08131039142608643, 0.2802245318889618, 0.17398317158222198, 0.21300871670246124, 0.35376501083374023, 0.018226034939289093, 0.0647149384021759, 0.03359821438789368]","[0.003424137132242322, 0.00492794718593359, 0.0025724340230226517, 0.0025714661460369825, 0.0012558259768411517, 0.007265825290232897, 0.00877691712230444, 0.018581964075565338, 0.012514782138168812, 0.029055103659629822, 0.020413028076291084, 0.010056499391794205, 0.04152577370405197, 0.06988683342933655, 0.02114296332001686, 0.05933631584048271, 0.03565231338143349, 0.061977192759513855, 0.06842764467000961, 0.005580662749707699, 0.003331586020067334, 0.010231519117951393]","[1.6495444854971832, 3.3440429017737086, 2.378275280309037, 8.652127786817584, 11.679348888612642, 10.56045317764431, 17.03346649132977, 17.24199197362982, 1.842768282686438, 3.0967053960422697, 1.1182867922097322, 2.116428618262277, 1.046370814004498, 1.6364210987316488, 3.8457424437333594, 4.7226479756900615, 4.879996698133662, 3.4368887524316465, 5.169913600559569, 3.265926603474422, 19.42466381248291, 3.283795299658384]"
11,"[0.006872287951409817, 0.013426430523395538, 0.0044249300844967365, 0.03140794858336449, 0.004431094508618116, 0.02840225212275982, 0.033554207533597946, 0.3575651943683624, 0.05808182805776596, 0.05632687732577324, 0.0810575857758522, 0.07072380930185318, 0.09025601297616959, 0.11831047385931015, 0.047769397497177124, 0.1292400062084198, 0.060304734855890274, 0.14814503490924835, 0.01432057935744524, 0.03754346817731857, 0.012713267467916012, 0.1350955367088318]","[0.005082299467176199, 0.004149856977164745, 0.002610123250633478, 0.006320381071418524, 0.0011328854598104954, 0.0028155643958598375, 0.002903480315580964, 0.00357620301656425, 0.02312629297375679, 0.024512922391295433, 0.024743450805544853, 0.01488912757486105, 0.01328810304403305, 0.01672438718378544, 0.029112478718161583, 0.08198139816522598, 0.051428794860839844, 0.04593587666749954, 0.00821467861533165, 0.0082338135689497, 0.003584248246625066, 0.005939125549048185]","[1.3522005139197675, 3.235395965999944, 1.695295455271242, 4.969312487405984, 3.911334963518141, 10.087587470747986, 11.556547276568674, 99.98459055937056, 2.5115061944288235, 2.297844231978435, 3.275920824984028, 4.7500304464624215, 6.79224210386437, 7.074129088210422, 1.6408564162342032, 1.5764552581543978, 1.172586972319061, 3.22503989597446, 1.7432914941696813, 4.559669448783451, 3.5469829635508217, 22.746704980918015]"
12,"[0.0048715597949922085, 0.013454873114824295, 0.071146659553051, 0.011799308471381664, 0.012686805799603462, 0.19159874320030212, 0.2587640583515167, 0.1310281753540039, 0.04185105115175247, 0.060319188982248306, 0.019837908446788788, 0.07483015954494476, 0.07387226074934006, 0.04257427155971527, 0.08617161214351654, 0.12722566723823547, 0.3961523473262787, 0.04799461364746094, 0.06855687499046326, 0.008270426653325558, 0.05526796728372574, 0.09109202027320862]","[0.0017355420859530568, 0.005778810475021601, 0.0049540274776518345, 0.003914325498044491, 0.0015962958568707108, 0.006865209899842739, 0.01086212694644928, 0.021187150850892067, 0.010975316166877747, 0.025937395170331, 0.0039682243950665, 0.046436604112386703, 0.03172443062067032, 0.010747140273451805, 0.019138094037771225, 0.035326916724443436, 0.07342491298913956, 0.02024923264980316, 0.02329017035663128, 0.004340747371315956, 0.0035945207346230745, 0.0028059587348252535]","[2.8069384398229884, 2.328311885807953, 14.361377661710888, 3.014391234780126, 7.94765315276453, 27.908650426652077, 23.8225956690834, 6.184322577213683, 3.813197771746583, 2.3255684923691025, 4.999190184771883, 1.611447714045572, 2.328560648814544, 3.961451183891649, 4.50262246456972, 3.601380449661642, 5.395339690560811, 2.370194193404533, 2.943596974203473, 1.9053001582117566, 15.375615099775242, 32.46377758256005]"
13,"[0.019481923431158066, 0.01106643583625555, 0.15187491476535797, 0.05562957376241684, 0.018937431275844574, 0.34169384837150574, 0.46182042360305786, 0.14519084990024567, 0.03359901160001755, 0.03106033429503441, 0.03023146092891693, 0.02583245187997818, 0.11946041882038116, 0.031651608645915985, 0.10792666673660278, 0.06947241723537445, 0.019779395312070847, 0.17725904285907745, 0.16208042204380035, 0.02956833504140377, 0.021448522806167603, 0.2035370022058487, 0.14760512113571167, 0.2652301490306854, 0.11453798413276672]","[0.004103709477931261, 0.005495388526469469, 0.008704053238034248, 0.005437707994133234, 0.0015689852880313993, 0.006200314033776522, 0.003012967761605978, 0.015132592990994453, 0.017338287085294724, 0.01803070493042469, 0.012536333873867989, 0.005869582295417786, 0.04336540028452873, 0.03256814926862717, 0.04101915284991264, 0.02928023785352707, 0.01763884909451008, 0.08891435712575912, 0.09320128709077835, 0.0057543362490832806, 0.005588759668171406, 0.00936243124306202, 0.03739634156227112, 0.0031640809029340744, 0.007725583389401436]","[4.74739343414222, 2.013767685933795, 17.448757562937182, 10.23033488051139, 12.069859048586304, 55.10911971718067, 153.27758547170694, 9.594578403493049, 1.9378506904822321, 1.7226356049243396, 2.4115073220835694, 4.401071589054102, 2.7547403698934723, 0.9718577615463682, 2.6311286128092872, 2.3726725712716803, 1.121354075092518, 1.993593032544395, 1.739036306289778, 5.138444081385456, 3.8377965916693952, 21.739759355421565, 3.9470470898851064, 83.82533733089303, 14.825803872610962]"
14,"[0.15632809698581696, 0.04720072075724602, 0.07663296908140182, 0.0513865202665329, 0.007415578700602055, 0.07522967457771301, 0.1536262333393097, 0.03013213723897934, 0.12343505024909973, 0.4717973470687866, 0.0409516915678978, 0.05603712797164917, 0.01710362732410431, 0.08059144020080566, 0.036246947944164276, 0.05852725729346275, 0.09354469180107117, 0.15367268025875092, 0.08729908615350723, 0.062044862657785416, 0.09338437765836716, 0.1356768161058426, 0.3488086462020874, 0.12877559661865234, 0.14499838650226593]","[0.03687075898051262, 0.014583852142095566, 0.020697904750704765, 0.01779939979314804, 0.002489116508513689, 0.004320018924772739, 0.018643923103809357, 0.0018232110887765884, 0.021729234606027603, 0.007183755282312632, 0.022681623697280884, 0.046587735414505005, 0.04069511592388153, 0.011869634501636028, 0.01473209261894226, 0.022931737825274467, 0.03790689632296562, 0.07106288522481918, 0.035981517285108566, 0.06064717844128609, 0.0915898010134697, 0.0227301437407732, 0.04290741682052612, 0.0023937628138810396, 0.017091402783989906]","[4.239893653082688, 3.2365057117524856, 3.702450562238309, 2.8869805085402023, 2.9792011242696206, 17.4142002356322, 8.240016464556247, 16.526960276003265, 5.680598165885665, 65.67558728377273, 1.8055008809976494, 1.2028300468582578, 0.4202869788132785, 6.789715402752924, 2.4604072810103434, 2.5522382010209577, 2.4677486387720373, 2.1624886151551825, 2.4262202580778083, 1.0230461540408258, 1.0195936296950088, 5.969025873886856, 8.129332223869131, 53.79630591297671, 8.483703083639853]"
15,"[0.07493118941783905, 0.14521688222885132, 0.05663766339421272, 0.13850755989551544, 0.005752845201641321, 0.5056196451187134, 0.12664517760276794, 0.1616281121969223, 0.03616837039589882, 0.04652288928627968, 0.013875726610422134, 0.03342850133776665, 0.04193994030356407, 0.02504531852900982, 0.0528796948492527, 0.2604864239692688, 0.09402758628129959, 0.0955345630645752, 0.054210733622312546, 0.09490317106246948, 0.2110455483198166, 0.09856229275465012]","[0.020348219200968742, 0.01946798339486122, 0.004289503674954176, 0.01207971852272749, 0.003209702903404832, 0.006502777803689241, 0.009256617166101933, 0.022911500185728073, 0.011576414108276367, 0.027129776775836945, 0.005643059033900499, 0.00983357522636652, 0.055164504796266556, 0.008784598670899868, 0.0632038339972496, 0.05129735916852951, 0.06818298995494843, 0.01895199343562126, 0.015157694928348064, 0.009807954542338848, 0.007192795630544424, 0.004466598853468895]","[3.6824445755072124, 7.45926680146968, 13.203780130767173, 11.466124780550077, 1.792329500508829, 77.75440902068937, 13.681583166963756, 7.0544534791136435, 3.124315531356194, 1.714827573801313, 2.4589015509255074, 3.3994249871741093, 0.7602704031959786, 2.8510486895634415, 0.8366532772608989, 5.077969474285823, 1.3790475651394556, 5.040871472919202, 3.5764497094427674, 9.676143038060864, 29.341240758128215, 22.066519960283355]"
16,"[0.027766527608036995, 0.13520030677318573, 0.20927636325359344, 0.1738237887620926, 0.011511258780956268, 0.1346123069524765, 0.06268246471881866, 0.016642432659864426, 0.31751441955566406, 0.16389046609401703, 0.07448595762252808, 0.12376401573419571, 0.09610965102910995, 0.03446415811777115, 0.10337874293327332, 0.057901594787836075, 0.044543154537677765, 0.06344690918922424, 0.05553719773888588, 0.33368152379989624, 0.13898032903671265, 0.03069443628191948]","[0.03733184188604355, 0.02668549120426178, 0.026135442778468132, 0.06381954997777939, 0.002794478787109256, 0.004271049052476883, 0.008881798014044762, 0.0017889568116515875, 0.03641514480113983, 0.013083789497613907, 0.00852723978459835, 0.02480394020676613, 0.031575758010149, 0.022284045815467834, 0.01743967831134796, 0.013451017439365387, 0.05195677652955055, 0.01993723399937153, 0.034772977232933044, 0.027867252007126808, 0.030706921592354774, 0.0018840410048142076]","[0.7437759886799871, 5.066435005385761, 8.007377760058738, 2.723676190487309, 4.1192865138418435, 31.517387250425426, 7.057407139826763, 9.302870003049387, 8.719295811937167, 12.526223088800517, 8.735060758706753, 4.989691746653817, 3.043779693213339, 1.5465844220194898, 5.927789554811054, 4.304625657415537, 0.8573117408918494, 3.182332573877813, 1.5971366894143106, 11.973965847603491, 4.526026114949769, 16.291809044223204]"
17,"[0.0031759380362927914, 0.011545923538506031, 0.030768604949116707, 0.02585485950112343, 0.003744082525372505, 0.08432069420814514, 0.17632734775543213, 0.1214248463511467, 0.25644826889038086, 0.17297126352787018, 0.2208625227212906, 0.19858305156230927, 0.12402422726154327, 0.1739525943994522, 0.17714712023735046, 0.15442435443401337, 0.235470712184906, 0.07278560101985931, 0.051067911088466644, 0.3003482222557068, 0.03679013252258301, 0.01223017554730177]","[0.00153332797344774, 0.006671158596873283, 0.005077635403722525, 0.0025871878024190664, 0.0027926305774599314, 0.010066425427794456, 0.01919250562787056, 0.012553459964692593, 0.029950032010674477, 0.03250438719987869, 0.043157000094652176, 0.02941274642944336, 0.08585913479328156, 0.0537949837744236, 0.06517712026834488, 0.02532023936510086, 0.04097990319132805, 0.012715392746031284, 0.03130704164505005, 0.04878413677215576, 0.00460807653144002, 0.002605567453429103]","[2.071271177001739, 1.7307223881497151, 6.059632585387989, 9.993421999341786, 1.3407009704727855, 8.376428635265787, 9.187302125855672, 9.672619874732689, 8.56253738890764, 5.3214743740351365, 5.117652344622973, 6.751598394209101, 1.444508235031133, 3.2336210961393874, 2.71793413866717, 6.098850496921368, 5.7460045985353885, 5.724211785953453, 1.6311956801111862, 6.156678013151496, 7.983837132819087, 4.693862571550789]"
18,"[0.005090970546007156, 0.008922084234654903, 0.1090966984629631, 0.13969790935516357, 0.007436808198690414, 0.5042781233787537, 0.24944214522838593, 0.09545080363750458, 0.015224453061819077, 0.03963611274957657, 0.02757236361503601, 0.10127513110637665, 0.06679140776395798, 0.06715794652700424, 0.033457718789577484, 0.04546786844730377, 0.01880146563053131, 0.32379427552223206, 0.09033769369125366, 0.35113614797592163, 0.17593364417552948, 0.014862384647130966, 0.011583607643842697, 0.23211701214313507, 0.4313666820526123]","[0.001455161371268332, 0.0033343564718961716, 0.008623226545751095, 0.005379765760153532, 0.002154960297048092, 0.005151287652552128, 0.008922053501009941, 0.03611454367637634, 0.014377780258655548, 0.017775993794202805, 0.013487391173839569, 0.03606593236327171, 0.014909024350345135, 0.023628003895282745, 0.036665767431259155, 0.008680659346282482, 0.046902645379304886, 0.07237778604030609, 0.05015087127685547, 0.06923317164182663, 0.018776217475533485, 0.003760931547731161, 0.004237871151417494, 0.03542167693376541, 0.025115901604294777]","[3.498560810179987, 2.675803954932605, 12.651493948830337, 25.967284744973128, 3.4510186609365863, 97.89360590820756, 27.95792977481586, 2.643001791545325, 1.0588875882042934, 2.22975509602748, 2.044306660914229, 2.808055260745504, 4.479931496148626, 2.842303007255391, 0.9125056185528884, 5.237835817941124, 0.40086151811870263, 4.473669246278353, 1.8013185292943124, 5.071790583168744, 9.370025906697201, 3.951782811919809, 2.7333553168477485, 6.552965083419625, 17.17504268207713]"
19,"[0.04436933621764183, 0.04064314812421799, 0.029424160718917847, 0.042377181351184845, 0.05981568992137909, 0.21534952521324158, 0.375160276889801, 0.062116362154483795, 0.1949452906847, 0.11408212035894394, 0.16724690794944763, 0.19253182411193848, 0.24530178308486938, 0.1833038330078125, 0.23383860290050507, 0.0848798006772995, 0.0528770387172699, 0.10128997266292572, 0.08494571596384048, 0.12410524487495422, 0.3113919198513031, 0.14070802927017212, 0.07476333528757095, 0.11702054738998413, 0.09261098504066467, 0.02169729396700859]","[0.01184724923223257, 0.07707900553941727, 0.02020038664340973, 0.04048454388976097, 0.019326303154230118, 0.04830481857061386, 0.03717467933893204, 0.00691384170204401, 0.006025922484695911, 0.007370380684733391, 0.0033016055822372437, 0.06190887838602066, 0.036608561873435974, 0.0170681644231081, 0.02688514068722725, 0.024792294949293137, 0.02094508707523346, 0.01743062399327755, 0.019197452813386917, 0.0356314592063427, 0.14491881430149078, 0.030047599226236343, 0.11891156435012817, 0.05312257632613182, 0.015172326937317848, 0.0070151472464203835]","[3.7451171447399854, 0.5272920666242065, 1.4566137390502536, 1.046749630342323, 3.095040445346978, 4.458137543740802, 10.091822809535463, 8.984348330700094, 32.351111581638214, 15.478456980552917, 50.65623490862809, 3.109922665880717, 6.700667016992713, 10.739516474287221, 8.697689389871725, 3.4236362890527623, 2.524555688278537, 5.811035376701954, 4.424843065878275, 3.4830244856450463, 2.148733560595381, 4.68283766069775, 0.6287305670913106, 2.2028402137646306, 6.1039407747587315, 3.092920676480463]"
