,vv_list,vh_list,vv/vh_list
10,"[0.09263619035482407, 0.048109982162714005, 0.3139667809009552, 0.19662216305732727, 0.5370548963546753, 0.013304688036441803, 0.19950222969055176, 0.05855369195342064, 0.8171415328979492, 0.4798455834388733, 0.09923537075519562, 0.0411178283393383, 0.06922090798616409, 0.028676018118858337, 0.06777184456586838, 0.0842060074210167, 0.14441248774528503, 0.032328806817531586, 0.08505699783563614]","[0.03250673785805702, 0.026761185377836227, 0.024566229432821274, 0.055863890796899796, 0.04967942088842392, 0.006828636396676302, 0.003916013520210981, 0.005612350068986416, 0.044219378381967545, 0.025221431627869606, 0.01881621964275837, 0.033151015639305115, 0.023523207753896713, 0.024501334875822067, 0.019236110150814056, 0.02648289129137993, 0.08702678233385086, 0.015774821862578392, 0.023215167224407196]","[2.8497535113897485, 1.7977522850149597, 12.780422073298944, 3.5196646752044516, 10.810409758214742, 1.9483667402349298, 50.94523516348924, 10.433007783492624, 18.47926322797825, 19.02531111313465, 5.273927103279083, 1.2403188121508841, 2.942664483108065, 1.1703859509775465, 3.5231574385115656, 3.1796379970198116, 1.659402816839671, 2.049392829862831, 3.6638546263070517]"
11,"[0.3193063735961914, 0.1628553867340088, 0.20697778463363647, 0.14457066357135773, 0.248674213886261, 0.07617790251970291, 0.23939889669418335, 0.2756732404232025, 0.11028599739074707, 0.04135627672076225, 0.0668640062212944, 0.009102286770939827, 0.0223245732486248, 0.0524190291762352, 0.03130650892853737, 0.20320501923561096, 0.15377292037010193, 0.08031514286994934, 0.05973317474126816]","[0.04916388913989067, 0.06641966104507446, 0.03580153360962868, 0.01405919250100851, 0.0047147530131042, 0.0036362512037158012, 0.01650816947221756, 0.005240084603428841, 0.044715166091918945, 0.03208114579319954, 0.017649218440055847, 0.012735758908092976, 0.028095562011003494, 0.019526565447449684, 0.01770278625190258, 0.015697330236434937, 0.056830842047929764, 0.0037563671357929707, 0.005322716664522886]","[6.494733821558314, 2.45191535415229, 5.7812547051886805, 10.28299908127634, 52.74384749213692, 20.949570932244303, 14.501843895961933, 52.608547625894474, 2.4664114444758436, 1.2891147026777587, 3.78849672286581, 0.7147031312877439, 0.7945942935714007, 2.6844981682675546, 1.7684509366525707, 12.945196168706037, 2.705800491930307, 21.381068454320502, 11.222309678702853]"
12,"[0.2187938392162323, 0.5371021628379822, 0.17518138885498047, 0.15771082043647766, 0.38995522260665894, 0.13898397982120514, 0.10380306094884872, 0.11813102662563324, 0.025800829753279686, 0.0408480130136013, 0.11638472974300385, 0.04647123068571091, 0.07457040995359421, 0.22810982167720795, 0.35891076922416687, 0.45441627502441406, 0.151613250374794, 0.047309257090091705, 0.1370377540588379]","[0.07480311393737793, 0.04404086247086525, 0.00876389630138874, 0.012012763880193233, 0.00405843835324049, 0.04792381450533867, 0.026081370189785957, 0.028663670644164085, 0.014423544518649578, 0.02443379908800125, 0.04043002054095268, 0.01479317992925644, 0.020870476961135864, 0.039370112121105194, 0.019955439493060112, 0.0422503761947155, 0.011542524211108685, 0.002721782773733139, 0.020619496703147888]","[2.9249295610794683, 12.195541429128374, 19.988984674227712, 13.128604042281465, 96.0850427345524, 2.9001026161163037, 3.9799696179114203, 4.121280490978732, 1.7887995367518248, 1.671783125762895, 2.8786710515052683, 3.1413956233848586, 3.5730093803057845, 5.793984558020214, 17.985610858081326, 10.75531902793449, 13.135190154410013, 17.38171669931004, 6.646028078751162]"
13,"[0.1716265082359314, 0.1754998117685318, 0.12704698741436005, 0.2751981317996979, 0.1023259162902832, 0.053881630301475525, 0.5205440521240234, 0.4492771029472351, 0.12922009825706482, 0.15205110609531403, 0.12391617149114609, 0.025776611641049385, 0.1486794799566269, 0.09827957302331924, 0.09465113282203674, 0.0706535130739212, 0.14330299198627472, 0.06924400478601456, 0.07963357120752335]","[0.050608474761247635, 0.05282525718212128, 0.04727955535054207, 0.023220853880047798, 0.004677701275795698, 0.003364086616784334, 0.02276434563100338, 0.020770413801074028, 0.03599783405661583, 0.026929069310426712, 0.07222158461809158, 0.010104306042194366, 0.034732215106487274, 0.018213875591754913, 0.015922829508781433, 0.08226705342531204, 0.01905316859483719, 0.004102549981325865, 0.015255233272910118]","[3.391260239428333, 3.322270844105417, 2.6871442946618878, 11.851335580564422, 21.87525672487008, 16.01671907989692, 22.866638055920237, 21.63062841453853, 3.5896631462279944, 5.646355777934037, 1.715777522002819, 2.5510521487976865, 4.2807370477461015, 5.395862760137035, 5.944366406098657, 0.8588312104561464, 7.521215763823417, 16.878284262520122, 5.220082170027171]"
14,"[0.4291206896305084, 0.10266347974538803, 0.04395293816924095, 0.034489355981349945, 0.06275878101587296, 0.5097764730453491, 0.056990914046764374, 0.18301759660243988, 0.037247635424137115, 0.04662161320447922, 0.04412665218114853, 0.0727321207523346, 0.07145310938358307, 0.06988213956356049, 0.08055958896875381, 0.26467618346214294, 0.10115861147642136, 0.025625228881835938, 0.021997714415192604]","[0.0912950411438942, 0.07225410640239716, 0.007152649573981762, 0.012017921544611454, 0.0030446751043200493, 0.030333152040839195, 0.020464368164539337, 0.04584597423672676, 0.018930070102214813, 0.018192391842603683, 0.026163853704929352, 0.08745503425598145, 0.02714688703417778, 0.032491132616996765, 0.05038715898990631, 0.040832772850990295, 0.004413438495248556, 0.0044028437696397305, 0.0052679055370390415]","[4.700372377883615, 1.4208670601174578, 6.144986933111149, 2.869827020697613, 20.61263644413992, 16.805918236225796, 2.784885103148127, 3.9920101960844856, 1.9676438186977, 2.5626983855580128, 1.686550180214275, 0.8316516181269475, 2.632092191403898, 2.1508065104201304, 1.5988118914363028, 6.481954689386809, 22.92058937386966, 5.820154023755597, 4.175798950935056]"
15,"[0.061650484800338745, 0.06452181190252304, 0.2635043263435364, 0.4069860577583313, 0.11796171963214874, 0.034700144082307816, 0.14723418653011322, 0.41271039843559265, 0.05909062176942825, 0.10720176994800568, 0.03962830454111099, 0.017257826402783394, 0.02306330017745495, 0.17706704139709473, 0.0609399750828743, 0.2438739687204361, 0.09233269095420837, 0.07728083431720734, 0.14048133790493011]","[0.01832985132932663, 0.02476111426949501, 0.045586295425891876, 0.04306841641664505, 0.007625173311680555, 0.006660426035523415, 0.059143636375665665, 0.0627606138586998, 0.029117662459611893, 0.025751056149601936, 0.04841103032231331, 0.008085368201136589, 0.02901383489370346, 0.03434828296303749, 0.023084888234734535, 0.06273701786994934, 0.022243261337280273, 0.01028437539935112, 0.008868599310517311]","[3.3633925170850554, 2.6057717435605103, 5.780340865203811, 9.449756727090612, 15.470037835264689, 5.2098985706371375, 2.4894341226318635, 6.575945852995879, 2.029373815682863, 4.163004784161554, 0.8185800689898922, 2.1344515145713956, 0.7949069904737106, 5.1550478254659255, 2.6398211012857034, 3.8872419665527373, 4.151041052575165, 7.514392592289394, 15.840307244271672]"
16,"[0.02757766656577587, 0.04116174951195717, 0.08757396787405014, 0.06121927127242088, 0.3193087875843048, 0.12670661509037018, 0.028011729940772057, 0.07618759572505951, 0.022395601496100426, 0.01626412570476532, 0.0804453045129776, 0.06847827136516571, 0.047782059758901596, 0.10677870362997055, 0.10702475905418396, 0.09209952503442764, 0.07943952828645706, 0.1333259791135788, 0.16801540553569794]","[0.007565304171293974, 0.005712378304451704, 0.004476230591535568, 0.0027564670890569687, 0.036410942673683167, 0.033525388687849045, 0.010331808589398861, 0.01908697560429573, 0.007920077070593834, 0.02082417532801628, 0.01618996448814869, 0.04974227026104927, 0.023617221042513847, 0.04465905949473381, 0.01798977702856064, 0.00679550739005208, 0.005047890357673168, 0.023524096235632896, 0.027010973542928696]","[3.6452819267224483, 7.20571140743243, 19.56422174488735, 22.209324216297816, 8.769583101595787, 3.77942270170588, 2.711212630237265, 3.991601252317453, 2.827699944897284, 0.7810213585209306, 4.9688376136874695, 1.3766615597918876, 2.023187218889476, 2.3909751982699476, 5.949198752395377, 13.553001968514053, 15.737173880114705, 5.667634487552578, 6.220264710883896]"
17,"[0.113441102206707, 0.15607576072216034, 0.02066808007657528, 0.0672750174999237, 0.0587511882185936, 0.654445469379425, 0.22200211882591248, 0.06433329731225967, 0.07965649664402008, 0.2662787437438965, 0.05120330676436424, 0.027359530329704285, 0.01670493558049202, 0.06808868795633316, 0.06009039282798767, 0.3234094977378845, 0.06297426670789719, 0.0175759457051754, 0.036407794803380966]","[0.04420929402112961, 0.05362572520971298, 0.0034216204658150673, 0.006714703980833292, 0.00665866257622838, 0.02629339136183262, 0.018959397450089455, 0.02307511307299137, 0.024547895416617393, 0.021018359810113907, 0.01542884111404419, 0.015914786607027054, 0.017144566401839256, 0.0453357957303524, 0.025199342519044876, 0.03999926894903183, 0.008355208672583103, 0.0023086711298674345, 0.0023790644481778145]","[2.566001215773507, 2.910464336133417, 6.040436186031497, 10.019059319957528, 8.823271572333017, 24.89011251433375, 11.709344635573586, 2.7879948890720536, 3.2449419916502333, 12.66886408594855, 3.3186748366833685, 1.7191264328749398, 0.9743574254931245, 1.501874773772806, 2.3846016134180177, 8.085385214164335, 7.537126740417844, 7.613014031229568, 15.303408376039]"
18,"[0.38761258125305176, 0.4010477364063263, 0.03711828961968422, 0.017417673021554947, 0.06354619562625885, 0.3192427456378937, 0.13703401386737823, 0.19247102737426758, 0.16623210906982422, 0.24333707988262177, 0.09440447390079498, 0.07545741647481918, 0.06946323066949844, 0.18689848482608795, 0.14986641705036163, 0.12865081429481506, 0.12819068133831024, 0.022440649569034576, 0.009431582875549793]","[0.08207952231168747, 0.11456560343503952, 0.00846900139003992, 0.0032250150106847286, 0.0062067811377346516, 0.015657659620046616, 0.022065097466111183, 0.054714858531951904, 0.02911319211125374, 0.07456858456134796, 0.027362167835235596, 0.02676137536764145, 0.0285473745316267, 0.026895644143223763, 0.04028401896357536, 0.042941316962242126, 0.02141430974006653, 0.005797665100544691, 0.007220522500574589]","[4.7224029859864185, 3.50059463208542, 4.382841365847178, 5.400803705982399, 10.238188557982877, 20.388918483651597, 6.210442264206754, 3.5177104088073268, 5.709855121162306, 3.2632653725970497, 3.4501825465461016, 2.8196389549566505, 2.433261615443564, 6.949024304114917, 3.720244923573048, 2.9959680651605645, 5.986215894620378, 3.8706357093524213, 1.3062188885637092]"
19,"[0.04591812938451767, 0.13718867301940918, 0.11722759902477264, 0.06389378011226654, 0.4104841649532318, 0.16784879565238953, 0.0665312260389328, 0.11546381562948227, 0.02993183583021164, 0.03635066747665405, 0.01780441217124462, 0.053069066256284714, 0.03436824306845665, 0.1554359346628189, 0.4033496379852295, 0.12867705523967743, 0.19201256334781647, 0.030750617384910583, 0.01572451740503311]","[0.02660476788878441, 0.06850714981555939, 0.009666289202868938, 0.007936709560453892, 0.011987006291747093, 0.03779817372560501, 0.018526339903473854, 0.014425843954086304, 0.015638921409845352, 0.029873963445425034, 0.018318230286240578, 0.029966989532113075, 0.025732653215527534, 0.016748541966080666, 0.05922447517514229, 0.022968273609876633, 0.005034503992646933, 0.0010973329190164804, 0.002806886564940214]","[1.725936101997532, 2.002545331235643, 12.127466555622988, 8.050411776516176, 34.244093559527464, 4.440658876031526, 3.5911694584885385, 8.003955678223988, 1.9139322364884002, 1.2168009625860634, 0.971950450072576, 1.7709175023875892, 1.33558878599111, 9.280565136810685, 6.810522791336165, 5.602382548436063, 38.139320899984874, 28.023051939854135, 5.602120727443091]"
20,"[0.10039425641298294, 0.07354070991277695, 0.15752583742141724, 0.13116654753684998, 0.1531166136264801, 0.3763144612312317, 0.28007379174232483, 0.3260345757007599, 0.07098366320133209, 0.10860802233219147, 0.1255372017621994, 0.1445625275373459, 0.055540781468153, 0.10381487011909485, 0.09016554057598114, 0.11970305442810059, 0.13709291815757751, 0.1430262327194214, 0.054368194192647934, 0.04591305926442146, 0.02204746939241886, 0.3503185212612152]","[0.019221585243940353, 0.007599489763379097, 0.0072498260997235775, 0.004072742071002722, 0.005505100358277559, 0.02804703824222088, 0.04075123742222786, 0.026537414640188217, 0.01925778016448021, 0.012007355690002441, 0.023583274334669113, 0.028807083144783974, 0.020083710551261902, 0.03524352237582207, 0.07813920825719833, 0.03812577202916145, 0.044370584189891815, 0.008888526819646358, 0.009138797409832478, 0.007285600528120995, 0.004921349696815014, 0.04308946430683136]","[5.22299566549187, 9.677058881921202, 21.728222891777143, 32.205954919349054, 27.813591698878195, 13.417262028927643, 6.872767784704322, 12.285845479725582, 3.6859732843070403, 9.045124100273021, 5.3231455471664795, 5.01829799326703, 2.7654641469956482, 2.945643996989201, 1.1539090629021689, 3.139688668770896, 3.089725336291809, 16.091106616598122, 5.949162866238059, 6.301890844441172, 4.4799639835973215, 8.130027302420562]"
21,"[0.07367437332868576, 0.1391570270061493, 0.17958422005176544, 0.1381019949913025, 0.20617422461509705, 0.13682234287261963, 0.1339850276708603, 0.13464638590812683, 0.03549398481845856, 0.015435961075127125, 0.09739979356527328, 0.14001210033893585, 0.1052035391330719, 0.16858580708503723, 0.038582783192396164, 0.09334789961576462, 0.028921565040946007, 0.015533638186752796, 0.013145488686859608, 0.2237316370010376, 0.24687309563159943, 0.06757061183452606]","[0.00752445962280035, 0.003962020855396986, 0.00261881691403687, 0.008261170238256454, 0.015426728874444962, 0.01017573568969965, 0.015565067529678345, 0.01271220576018095, 0.012684747576713562, 0.020063329488039017, 0.02950269915163517, 0.01795673370361328, 0.01979358121752739, 0.03970017656683922, 0.015564116649329662, 0.01415371522307396, 0.007668073754757643, 0.006895904894918203, 0.0020307290833443403, 0.007917877286672592, 0.003954505082219839, 0.019459281116724014]","[9.791317519392395, 35.12273965357662, 68.57456093596817, 16.717001466907107, 13.364740269509339, 13.445941113733676, 8.60805951631031, 10.591897932448997, 2.798162486387809, 0.7693618890289097, 3.3013858516696075, 7.797191997716289, 5.315033089611558, 4.246474994921147, 2.478957467467831, 6.595293048116801, 3.7716858191409117, 2.2525888079169993, 6.473285281959295, 28.25651735947256, 62.428316691660086, 3.4724104877879287]"
22,"[0.06989876180887222, 0.024229343980550766, 0.39373570680618286, 0.6448927521705627, 0.5205429196357727, 0.17458847165107727, 0.2942855954170227, 0.3284434974193573, 0.028624624013900757, 0.06730552017688751, 0.14724941551685333, 0.14961554110050201, 0.03449437767267227, 0.03953307494521141, 0.1909002959728241, 0.20700186491012573, 0.17869971692562103, 0.020324116572737694, 0.04453563690185547, 0.1798185408115387, 0.3127976655960083, 0.06876682490110397]","[0.009598890319466591, 0.00948573648929596, 0.02197376824915409, 0.027657106518745422, 0.023460153490304947, 0.04049185663461685, 0.033461373299360275, 0.01790999248623848, 0.018693266436457634, 0.04664873331785202, 0.041390083730220795, 0.042401351034641266, 0.017533879727125168, 0.016562091186642647, 0.06129239499568939, 0.0058714887127280235, 0.02753528207540512, 0.005853564012795687, 0.004205968696624041, 0.04384608939290047, 0.018980011343955994, 0.015603147447109222]","[7.281962756373748, 2.55429233227088, 17.918442678639803, 23.317433865811942, 22.188385078166274, 4.311693415950209, 8.794785342018493, 18.338561429979592, 1.5312799457067554, 1.4428156005498727, 3.5576012959195777, 3.528555988186989, 1.9672986360975755, 2.3869615557421215, 3.1145837258643563, 35.25543095423036, 6.489845153438177, 3.472092647882535, 10.588675312206295, 4.101130643606607, 16.480372952759893, 4.407240599001346]"
23,"[0.0771573930978775, 0.10083837062120438, 0.016344299539923668, 0.009138147346675396, 0.35128116607666016, 0.19712622463703156, 0.22207747399806976, 0.1848137378692627, 0.03372063487768173, 0.09970558434724808, 0.04007298871874809, 0.08013805747032166, 0.13563227653503418, 0.11264706403017044, 0.1901731938123703, 0.2928921580314636, 0.07602842897176743, 0.11502543836832047, 0.10488327592611313, 0.08119391649961472, 0.08422814309597015, 0.2824542820453644]","[0.004925317130982876, 0.011628950014710426, 0.00690434267744422, 0.002795183565467596, 0.024357302114367485, 0.009396770037710667, 0.013010075315833092, 0.02213793434202671, 0.018206067383289337, 0.03160376474261284, 0.02455773577094078, 0.03843660280108452, 0.03929029405117035, 0.029515549540519714, 0.03962472453713417, 0.1282992959022522, 0.03468773886561394, 0.009029158391058445, 0.0053328960202634335, 0.014357822015881538, 0.003065564436838031, 0.0253838449716568]","[15.665467023943755, 8.671322044866091, 2.3672491797544786, 3.2692476657241323, 14.42200636290717, 20.978083303723945, 17.06965321928647, 8.348282862074075, 1.8521646749826177, 3.1548641485996876, 1.63178678574132, 2.0849412182717795, 3.452055521864797, 3.8165328372262093, 4.799356867052796, 2.282882037440099, 2.1917954717750323, 12.739331107784077, 19.667226874026344, 5.655030157763771, 27.4755741826282, 11.127324578319335]"
