,min_vv,max_vv,range_vv,mean_vv,median_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,median_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,median_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh
112,"<xarray.DataArray 'vv' ()>
array(0.00487156)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-04T22:46:07.919581","<xarray.DataArray 'vv' ()>
array(0.39615235)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-23T11:11:52.064532","<xarray.DataArray 'vv' ()>
array(0.39128079)
Coordinates:
    spatial_ref  int32 32648",0.08588029789230363,0.06443803198635578,0.21615466450039988,0.43062854005092915,"<xarray.DataArray 'vh' ()>
array(0.0015963)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-22T22:45:34.433936","<xarray.DataArray 'vh' ()>
array(0.07342491)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-23T11:11:52.064532","<xarray.DataArray 'vh' ()>
array(0.07182862)
Coordinates:
    spatial_ref  int32 32648",0.016766052428548308,0.010804633609950542,0.3291386888618024,0.43062854005092915,"<xarray.DataArray ()>
array(1.61144771)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-03T11:11:51.699083","<xarray.DataArray ()>
array(32.46377758)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-27T22:46:06.296981","<xarray.DataArray ()>
array(30.85232987)
Coordinates:
    spatial_ref  int32 32648",7.998703802564646,3.887324477819116,0.3654394642605918,0.43062854005092915
113,"<xarray.DataArray 'vv' ()>
array(0.01106644)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-05T11:11:54.609425","<xarray.DataArray 'vv' ()>
array(0.46182042)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-29T11:11:53.438580","<xarray.DataArray 'vv' ()>
array(0.45075399)
Coordinates:
    spatial_ref  int32 32648",0.11183902982622385,0.06947241723537445,0.3287165833614554,0.4553302765040236,"<xarray.DataArray 'vh' ()>
array(0.00156899)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-22T22:45:34.433936","<xarray.DataArray 'vh' ()>
array(0.09320129)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-23T11:11:52.064532","<xarray.DataArray 'vh' ()>
array(0.0916323)
Coordinates:
    spatial_ref  int32 32648",0.02073638376314193,0.00936243124306202,0.4019387203495961,0.4553302765040236,"<xarray.DataArray ()>
array(0.97185776)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-15T11:11:51.767747","<xarray.DataArray ()>
array(153.27758547)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-29T11:11:53.438580","<xarray.DataArray ()>
array(152.30572771)
Coordinates:
    spatial_ref  int32 32648",16.87452129849395,3.9470470898851064,0.204007765008125,0.4553302765040236
114,"<xarray.DataArray 'vv' ()>
array(0.00741558)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-22T22:45:34.433936","<xarray.DataArray 'vv' ()>
array(0.47179735)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-22T11:11:52.377922","<xarray.DataArray 'vv' ()>
array(0.46438177)
Coordinates:
    spatial_ref  int32 32648",0.10923390258103609,0.08059144020080566,0.054683109122924484,0.4553302765040236,"<xarray.DataArray 'vh' ()>
array(0.00182321)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray 'vh' ()>
array(0.0915898)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-04T11:11:52.234391","<xarray.DataArray 'vh' ()>
array(0.08976659)
Coordinates:
    spatial_ref  int32 32648",0.027518004784360527,0.021729234606027603,0.3777779752118904,0.4553302765040236,"<xarray.DataArray ()>
array(0.42028698)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-14T22:46:05.071585","<xarray.DataArray ()>
array(65.67558728)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-22T11:11:52.377922","<xarray.DataArray ()>
array(65.2553003)
Coordinates:
    spatial_ref  int32 32648",9.25163348669201,3.2365057117524856,-0.024483497131133968,0.4553302765040236
115,"<xarray.DataArray 'vv' ()>
array(0.00575285)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-22T22:45:34.433936","<xarray.DataArray 'vv' ()>
array(0.50561965)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-28T22:46:06.761481","<xarray.DataArray 'vv' ()>
array(0.4998668)
Coordinates:
    spatial_ref  int32 32648",0.10788953797468408,0.08447938784956932,-0.09107033370083724,0.43062854005092915,"<xarray.DataArray 'vh' ()>
array(0.0032097)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-22T22:45:34.433936","<xarray.DataArray 'vh' ()>
array(0.06818299)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-23T11:11:52.064532","<xarray.DataArray 'vh' ()>
array(0.06497329)
Coordinates:
    spatial_ref  int32 32648",0.02065723508977416,0.011828066315501928,0.29846543589802565,0.43062854005092915,"<xarray.DataArray ()>
array(0.7602704)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-15T11:11:51.767747","<xarray.DataArray ()>
array(77.75440902)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-28T22:46:06.761481","<xarray.DataArray ()>
array(76.99413862)
Coordinates:
    spatial_ref  int32 32648",10.336276156686674,4.361658024213207,0.07780825075718407,0.43062854005092915
116,"<xarray.DataArray 'vv' ()>
array(0.01151126)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-22T22:45:34.433936","<xarray.DataArray 'vv' ()>
array(0.33368152)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-15T22:46:05.644861","<xarray.DataArray 'vv' ()>
array(0.32217027)
Coordinates:
    spatial_ref  int32 32648",0.10954127299853346,0.08529780432581902,-0.03944119138989856,0.43062854005092915,"<xarray.DataArray 'vh' ()>
array(0.00178896)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray 'vh' ()>
array(0.06381955)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-17T11:11:54.196354","<xarray.DataArray 'vh' ()>
array(0.06203059)
Coordinates:
    spatial_ref  int32 32648",0.023018837488383393,0.02354399301111698,-0.07141140328496162,0.43062854005092915,"<xarray.DataArray ()>
array(0.74377599)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-04T22:46:07.919581","<xarray.DataArray ()>
array(31.51738725)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-28T22:46:06.761481","<xarray.DataArray ()>
array(30.77361126)
Coordinates:
    spatial_ref  int32 32648",7.125447663466969,5.028063376019789,0.005553111090036079,0.43062854005092915
117,"<xarray.DataArray 'vv' ()>
array(0.00317594)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-04T22:46:07.919581","<xarray.DataArray 'vv' ()>
array(0.30034822)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-15T22:46:05.644861","<xarray.DataArray 'vv' ()>
array(0.29717228)
Coordinates:
    spatial_ref  int32 32648",0.12019402065991679,0.12272453680634499,0.3024382293835446,0.43062854005092915,"<xarray.DataArray 'vh' ()>
array(0.00153333)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-04T22:46:07.919581","<xarray.DataArray 'vh' ()>
array(0.08585913)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-15T11:11:51.767747","<xarray.DataArray 'vh' ()>
array(0.08432581)
Coordinates:
    spatial_ref  int32 32648",0.025756822438614272,0.02225637249648571,0.48441987794521263,0.43062854005092915,"<xarray.DataArray ()>
array(1.34070097)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-22T22:45:34.433936","<xarray.DataArray ()>
array(9.993422)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-17T11:11:54.196354","<xarray.DataArray ()>
array(8.65272103)
Coordinates:
    spatial_ref  int32 32648",5.437093909402886,5.735108192244421,0.155588891843415,0.43062854005092915
118,"<xarray.DataArray 'vv' ()>
array(0.00509097)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-04T22:46:07.919581","<xarray.DataArray 'vv' ()>
array(0.50427812)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-28T22:46:06.761481","<xarray.DataArray 'vv' ()>
array(0.49918715)
Coordinates:
    spatial_ref  int32 32648",0.12663725834339856,0.06715794652700424,0.13330617643338535,0.4553302765040236,"<xarray.DataArray 'vh' ()>
array(0.00145516)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-04T22:46:07.919581","<xarray.DataArray 'vh' ()>
array(0.07237779)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-22T22:46:05.287764","<xarray.DataArray 'vh' ()>
array(0.07092262)
Coordinates:
    spatial_ref  int32 32648",0.022508119237609207,0.014909024350345135,0.47603129185358506,0.4553302765040236,"<xarray.DataArray ()>
array(0.40086152)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-11T11:11:51.691272","<xarray.DataArray ()>
array(97.89360591)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-28T22:46:06.761481","<xarray.DataArray ()>
array(97.49274439)
Coordinates:
    spatial_ref  int32 32648",9.995323672721304,3.498560810179987,0.16259056902869293,0.4553302765040236
119,"<xarray.DataArray 'vv' ()>
array(0.02169729)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-28T11:11:53.135539","<xarray.DataArray 'vv' ()>
array(0.37516028)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-28T22:46:06.761481","<xarray.DataArray 'vv' ()>
array(0.35346298)
Coordinates:
    spatial_ref  int32 32648",0.13103061255354148,0.10768604651093483,0.2558858909953941,0.46274603896653116,"<xarray.DataArray 'vh' ()>
array(0.00330161)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-22T11:11:52.377922","<xarray.DataArray 'vh' ()>
array(0.14491881)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-03T22:46:05.477503","<xarray.DataArray 'vh' ()>
array(0.14161721)
Coordinates:
    spatial_ref  int32 32648",0.03491093956220608,0.022868691012263298,0.046998418492617815,0.46274603896653116,"<xarray.DataArray ()>
array(0.52729207)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-05T11:11:54.609425","<xarray.DataArray ()>
array(50.65623491)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-22T11:11:52.377922","<xarray.DataArray ()>
array(50.12894284)
Coordinates:
    spatial_ref  int32 32648",7.679454580264484,4.08498010530913,0.23165609220132138,0.46274603896653116
120,"<xarray.DataArray 'vv' ()>
array(0.00907267)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray 'vv' ()>
array(0.50709677)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-03T11:11:51.699083","<xarray.DataArray 'vv' ()>
array(0.4980241)
Coordinates:
    spatial_ref  int32 32648",0.12056805440582909,0.0735107809305191,0.4534961494949085,0.46274603896653116,"<xarray.DataArray 'vh' ()>
array(0.00307895)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-22T11:11:52.377922","<xarray.DataArray 'vh' ()>
array(0.09665498)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-29T11:11:53.438580","<xarray.DataArray 'vh' ()>
array(0.09357603)
Coordinates:
    spatial_ref  int32 32648",0.030751374344198175,0.025628721341490746,0.47180841948056784,0.46274603896653116,"<xarray.DataArray ()>
array(1.06987685)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-28T22:46:06.761481","<xarray.DataArray ()>
array(34.01275265)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-03T11:11:51.699083","<xarray.DataArray ()>
array(32.9428758)
Coordinates:
    spatial_ref  int32 32648",6.461607278765111,3.02913415485504,0.628964031021256,0.46274603896653116
121,"<xarray.DataArray 'vv' ()>
array(0.00612972)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray 'vv' ()>
array(0.53506523)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-02T22:46:04.929540","<xarray.DataArray 'vv' ()>
array(0.52893552)
Coordinates:
    spatial_ref  int32 32648",0.10342410953715443,0.07468774914741516,0.3271680019102717,0.4553302765040236,"<xarray.DataArray 'vh' ()>
array(0.00489018)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-22T11:11:52.377922","<xarray.DataArray 'vh' ()>
array(0.06242491)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-05T11:11:54.609425","<xarray.DataArray 'vh' ()>
array(0.05753472)
Coordinates:
    spatial_ref  int32 32648",0.024899380374699832,0.019959313794970512,0.29200451316436066,0.4553302765040236,"<xarray.DataArray ()>
array(0.98701317)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-05T11:11:54.609425","<xarray.DataArray ()>
array(46.04947232)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-02T22:46:04.929540","<xarray.DataArray ()>
array(45.06245915)
Coordinates:
    spatial_ref  int32 32648",6.37063315097156,3.2140173532451595,0.4865226179792158,0.4553302765040236
122,"<xarray.DataArray 'vv' ()>
array(0.0126683)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-22T22:45:05.181506","<xarray.DataArray 'vv' ()>
array(0.52493453)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-21T22:46:05.657153","<xarray.DataArray 'vv' ()>
array(0.51226623)
Coordinates:
    spatial_ref  int32 32648",0.14170877965023884,0.09375472366809845,0.22376846977097428,0.46274603896653116,"<xarray.DataArray 'vh' ()>
array(0.00336718)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray 'vh' ()>
array(0.08821569)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-10T22:45:06.061320","<xarray.DataArray 'vh' ()>
array(0.08484852)
Coordinates:
    spatial_ref  int32 32648",0.025932943860355478,0.023244235664606094,0.2147729747719696,0.46274603896653116,"<xarray.DataArray ()>
array(1.0808161)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-15T11:11:51.767747","<xarray.DataArray ()>
array(53.39803754)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-21T22:46:05.657153","<xarray.DataArray ()>
array(52.31722144)
Coordinates:
    spatial_ref  int32 32648",8.00577283317875,3.492286904592282,0.3896195155763318,0.46274603896653116
123,"<xarray.DataArray 'vv' ()>
array(0.04128609)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-23T11:11:52.064532","<xarray.DataArray 'vv' ()>
array(0.41437882)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-29T11:11:53.438580","<xarray.DataArray 'vv' ()>
array(0.37309273)
Coordinates:
    spatial_ref  int32 32648",0.13408198192715645,0.11011133342981339,0.3040233328226867,0.4553302765040236,"<xarray.DataArray 'vh' ()>
array(0.00427377)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-21T22:46:05.657153","<xarray.DataArray 'vh' ()>
array(0.17148274)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-15T22:46:05.644861","<xarray.DataArray 'vh' ()>
array(0.16720897)
Coordinates:
    spatial_ref  int32 32648",0.04600517114624381,0.03711529076099396,0.4125797627297391,0.4447949259265196,"<xarray.DataArray ()>
array(0.64211321)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-15T22:46:05.644861","<xarray.DataArray ()>
array(30.87147335)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-03T11:11:51.699083","<xarray.DataArray ()>
array(30.22936014)
Coordinates:
    spatial_ref  int32 32648",5.237892132458623,2.9072299764935297,0.30836024230116316,0.4553302765040236
124,"<xarray.DataArray 'vv' ()>
array(0.01226647)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray 'vv' ()>
array(0.3421424)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-15T11:11:51.767747","<xarray.DataArray 'vv' ()>
array(0.32987593)
Coordinates:
    spatial_ref  int32 32648",0.12887581523507832,0.11445730924606323,0.4040318920616264,0.43425957534901555,"<xarray.DataArray 'vh' ()>
array(0.00240616)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-21T22:46:05.657153","<xarray.DataArray 'vh' ()>
array(0.13925229)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-29T11:11:53.438580","<xarray.DataArray 'vh' ()>
array(0.13684613)
Coordinates:
    spatial_ref  int32 32648",0.032158005284145474,0.025069713592529297,0.37968193193914174,0.4553302765040236,"<xarray.DataArray ()>
array(0.68611076)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-04T11:11:52.234391","<xarray.DataArray ()>
array(52.67106084)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-02T22:46:04.929540","<xarray.DataArray ()>
array(51.98495008)
Coordinates:
    spatial_ref  int32 32648",9.598858707805226,3.6093871326955416,0.5471883054251294,0.4447949259265196
125,"<xarray.DataArray 'vv' ()>
array(0.02083216)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-10T22:45:06.061320","<xarray.DataArray 'vv' ()>
array(1.03237736)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-15T11:11:51.767747","<xarray.DataArray 'vv' ()>
array(1.0115452)
Coordinates:
    spatial_ref  int32 32648",0.173697975750726,0.12561986967921257,-0.006483378088550773,0.46274603896653116,"<xarray.DataArray 'vh' ()>
array(0.0053921)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-26T22:46:04.969244","<xarray.DataArray 'vh' ()>
array(0.07426868)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-02T22:46:04.929540","<xarray.DataArray 'vh' ()>
array(0.06887657)
Coordinates:
    spatial_ref  int32 32648",0.032372569593672566,0.028983942233026028,0.1326132789049334,0.46274603896653116,"<xarray.DataArray ()>
array(0.91091682)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-10T22:45:06.061320","<xarray.DataArray ()>
array(61.0870167)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-15T11:11:51.767747","<xarray.DataArray ()>
array(60.17609988)
Coordinates:
    spatial_ref  int32 32648",8.12892861167386,4.2180939111104365,0.1802436151622801,0.46274603896653116
126,"<xarray.DataArray 'vv' ()>
array(0.03166618)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-11T11:11:51.691272","<xarray.DataArray 'vv' ()>
array(0.43529224)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-27T22:46:06.296981","<xarray.DataArray 'vv' ()>
array(0.40362606)
Coordinates:
    spatial_ref  int32 32648",0.2102357825407615,0.20254797488451004,-0.23917107119538406,0.46274603896653116,"<xarray.DataArray 'vh' ()>
array(0.00564956)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-22T11:11:52.377922","<xarray.DataArray 'vh' ()>
array(0.17820778)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-22T22:45:05.181506","<xarray.DataArray 'vh' ()>
array(0.17255822)
Coordinates:
    spatial_ref  int32 32648",0.04905090079857753,0.040904249995946884,-0.09848197396874457,0.46274603896653116,"<xarray.DataArray ()>
array(0.85035306)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-22T22:46:05.287764","<xarray.DataArray ()>
array(21.84319345)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-03T11:11:51.699083","<xarray.DataArray ()>
array(20.99284039)
Coordinates:
    spatial_ref  int32 32648",5.8712974995330525,4.187207896096899,-3.110278992748541e-05,0.46274603896653116
127,"<xarray.DataArray 'vv' ()>
array(0.00634502)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-04T22:46:07.919581","<xarray.DataArray 'vv' ()>
array(0.37602386)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray 'vv' ()>
array(0.36967883)
Coordinates:
    spatial_ref  int32 32648",0.11867509902311632,0.0830099992454052,0.273264985366726,0.46274603896653116,"<xarray.DataArray 'vh' ()>
array(0.00187254)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-04T22:46:07.919581","<xarray.DataArray 'vh' ()>
array(0.07058167)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-22T22:46:05.287764","<xarray.DataArray 'vh' ()>
array(0.06870912)
Coordinates:
    spatial_ref  int32 32648",0.018730228560833402,0.018305658362805843,0.37603163838869225,0.46274603896653116,"<xarray.DataArray ()>
array(1.07584438)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-14T22:46:05.071585","<xarray.DataArray ()>
array(28.19590398)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray ()>
array(27.12005959)
Coordinates:
    spatial_ref  int32 32648",7.070151520211681,5.433420539414261,-0.0777643846031956,0.46274603896653116
128,"<xarray.DataArray 'vv' ()>
array(0.0086338)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-05T11:11:54.609425","<xarray.DataArray 'vv' ()>
array(0.5602318)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-22T22:46:05.287764","<xarray.DataArray 'vv' ()>
array(0.551598)
Coordinates:
    spatial_ref  int32 32648",0.10635307843152148,0.07389457896351814,0.31470461743863387,0.46274603896653116,"<xarray.DataArray 'vh' ()>
array(0.00334057)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-15T22:46:05.644861","<xarray.DataArray 'vh' ()>
array(0.1973621)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-22T22:46:05.287764","<xarray.DataArray 'vh' ()>
array(0.19402152)
Coordinates:
    spatial_ref  int32 32648",0.024016292228435095,0.015230933204293251,0.08627301062703101,0.46274603896653116,"<xarray.DataArray ()>
array(1.48122065)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-04T22:46:07.919581","<xarray.DataArray ()>
array(27.18720224)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-29T11:11:53.438580","<xarray.DataArray ()>
array(25.70598159)
Coordinates:
    spatial_ref  int32 32648",5.464611967947172,3.556914864253261,0.1544524667252682,0.46274603896653116
129,"<xarray.DataArray 'vv' ()>
array(0.00790392)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-22T11:11:52.377922","<xarray.DataArray 'vv' ()>
array(0.35607335)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-02T22:46:04.929540","<xarray.DataArray 'vv' ()>
array(0.34816943)
Coordinates:
    spatial_ref  int32 32648",0.09260704973712564,0.06614168919622898,0.4186151475509573,0.46274603896653116,"<xarray.DataArray 'vh' ()>
array(0.00488819)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-22T11:11:52.377922","<xarray.DataArray 'vh' ()>
array(0.11558156)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-04-28T11:11:53.135539","<xarray.DataArray 'vh' ()>
array(0.11069338)
Coordinates:
    spatial_ref  int32 32648",0.03289271670823487,0.025250627659261227,0.39316305123769096,0.46274603896653116,"<xarray.DataArray ()>
array(0.99068491)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-03-10T22:46:04.925705","<xarray.DataArray ()>
array(56.54541829)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-03T11:11:51.699083","<xarray.DataArray ()>
array(55.55473338)
Coordinates:
    spatial_ref  int32 32648",6.3274166446039235,1.870329397064143,0.46508885292740865,0.46274603896653116
130,"<xarray.DataArray 'vv' ()>
array(0.00869144)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray 'vv' ()>
array(0.36276743)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-02T22:46:04.929540","<xarray.DataArray 'vv' ()>
array(0.35407599)
Coordinates:
    spatial_ref  int32 32648",0.12643912355773723,0.09910768270492554,0.18996657053883093,0.46274603896653116,"<xarray.DataArray 'vh' ()>
array(0.00125084)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-01-09T22:46:06.347730","<xarray.DataArray 'vh' ()>
array(0.08017305)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-29T11:11:53.438580","<xarray.DataArray 'vh' ()>
array(0.07892221)
Coordinates:
    spatial_ref  int32 32648",0.032662728595404096,0.031666859053075314,0.2492062540788061,0.46274603896653116,"<xarray.DataArray ()>
array(0.71579657)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2021-12-05T11:11:54.609425","<xarray.DataArray ()>
array(120.41780049)
Coordinates:
    spatial_ref  int32 32648
    time         datetime64[ns] 2022-02-02T22:46:04.929540","<xarray.DataArray ()>
array(119.70200392)
Coordinates:
    spatial_ref  int32 32648",9.899155201495104,3.174309909700015,0.23413025220646752,0.46274603896653116
