,vv_list,vh_list,vv/vh_list
10,"[1.0527384281158447, 0.5284332633018494, 0.013882581144571304, 0.02345101907849312, 0.056034062057733536, 0.3813621699810028, 0.2432226985692978, 0.29276904463768005, 0.05489977449178696, 0.05795584246516228, 0.05100911483168602, 0.13888761401176453, 0.039806026965379715, 0.03378833085298538, 0.4174846410751343, 0.39169973134994507, 0.024567686021327972, 0.011862269602715969, 0.006399915087968111]","[0.056317880749702454, 0.02444043569266796, 0.007044973783195019, 0.007588106673210859, 0.007505503483116627, 0.0552343912422657, 0.027946552261710167, 0.01422611903399229, 0.015061195939779282, 0.025838840752840042, 0.01596633344888687, 0.040726061910390854, 0.025940734893083572, 0.012760352343320847, 0.05341149866580963, 0.06912695616483688, 0.0029089869931340218, 0.008364059962332249, 0.004792138002812862]","[18.692791953493504, 21.621270174834788, 1.9705653380409474, 3.0904967587349383, 7.465729938541797, 6.904433296065407, 8.703137914530497, 20.57968472906275, 3.6451138881200627, 2.242973785841849, 3.194792028801217, 3.4102883386406853, 1.5344988154515609, 2.647915194181234, 7.81638133180448, 5.6663818730267295, 8.44544375045822, 1.4182430130986619, 1.335503085305875]"
11,"[0.1934976875782013, 0.13654783368110657, 0.0692027285695076, 0.05729328468441963, 0.38552990555763245, 0.25188812613487244, 0.04827502369880676, 0.037063125520944595, 0.020061848685145378, 0.031931888312101364, 0.13131731748580933, 0.036086276173591614, 0.04310101270675659, 0.10096507519483566, 0.12138260900974274, 0.13141490519046783, 0.044510409235954285, 0.08348377794027328, 0.021516533568501472]","[0.014377472922205925, 0.01325115654617548, 0.0060149673372507095, 0.0027482984587550163, 0.01774325780570507, 0.035369351506233215, 0.022440068423748016, 0.015623118728399277, 0.0313536562025547, 0.02100639045238495, 0.042396727949380875, 0.00916304625570774, 0.03912508487701416, 0.017959728837013245, 0.033613067120313644, 0.020596439018845558, 0.0026136040687561035, 0.05372412130236626, 0.007964171469211578]","[13.458393462132362, 10.304597429310176, 11.505088006203277, 20.84682051249033, 21.728247978996915, 7.121649547079811, 2.1512868315373748, 2.3723256646300883, 0.6398567540429538, 1.5201035315648908, 3.0973455697476053, 3.938240096857872, 1.101620938133179, 5.621748307622358, 3.6111732551888025, 6.380467277388308, 17.030280051996623, 1.553934730182293, 2.7016662877841737]"
12,"[0.15751336514949799, 0.3588962256908417, 0.017843609675765038, 0.008324521593749523, 0.0417121946811676, 0.26780185103416443, 0.2797755300998688, 0.07611464709043503, 0.08678139001131058, 0.08724108338356018, 0.04028697684407234, 0.10527774691581726, 0.08190642297267914, 0.17632819712162018, 0.3683956265449524, 0.13886792957782745, 0.11834250390529633, 0.013867974281311035, 0.030895158648490906]","[0.07003884762525558, 0.08753416687250137, 0.011272305622696877, 0.005481341853737831, 0.009515609592199326, 0.009918688796460629, 0.03506815806031227, 0.030848843976855278, 0.09051395952701569, 0.06139010936021805, 0.026906693354249, 0.04077932983636856, 0.030977677553892136, 0.016429364681243896, 0.10505866259336472, 0.03612096980214119, 0.005437428597360849, 0.010604004375636578, 0.00542961061000824]","[2.2489428437240537, 4.100070161330204, 1.5829600680660032, 1.5187014085014372, 4.383554650598768, 26.999723101477535, 7.978050333259433, 2.4673419576934865, 0.958762498787924, 1.421093467543064, 1.497284572045356, 2.581644851405247, 2.6440465987221224, 10.732502476064708, 3.506570685854319, 3.8445238413724874, 21.764424449221444, 1.3078054091691673, 5.690124185248713]"
13,"[0.13861317932605743, 0.3079410791397095, 0.2657347321510315, 0.37155818939208984, 0.28512656688690186, 0.03436926752328873, 0.21717311441898346, 0.28170695900917053, 0.20871450006961823, 0.15341816842556, 0.13404740393161774, 0.0548052079975605, 0.029194610193371773, 0.05406966805458069, 0.0704239010810852, 0.17414115369319916, 0.2008863240480423, 0.017286267131567, 0.016253497451543808]","[0.05338507890701294, 0.09266798943281174, 0.06977188587188721, 0.05695141479372978, 0.015826867893338203, 0.002725364174693823, 0.03492141515016556, 0.025918809697031975, 0.026165209710597992, 0.014808312989771366, 0.030663195997476578, 0.02131134830415249, 0.05254941061139107, 0.032019540667533875, 0.011055993847548962, 0.1925557404756546, 0.035282887518405914, 0.0054087527096271515, 0.004767780192196369]","[2.596477932860159, 3.323057735734948, 3.8086218944828967, 6.524125708515279, 18.01535015067109, 12.610889892228768, 6.218909327847038, 10.86882315592716, 7.976794467849429, 10.360273214884872, 4.371605749858858, 2.571644328429552, 0.5555649407615486, 1.6886459620391894, 6.369748577302049, 0.9043675003561701, 5.693590807817148, 3.1959803044422452, 3.4090282681543513]"
14,"[0.23493267595767975, 0.2040284126996994, 0.020163489505648613, 0.16628000140190125, 0.15923893451690674, 0.19879160821437836, 0.16078543663024902, 0.3012544512748718, 0.1122417002916336, 0.19219481945037842, 0.08203713595867157, 0.11794173717498779, 0.07233845442533493, 0.06214539706707001, 0.10106808692216873, 0.29043760895729065, 0.10885951668024063, 0.03052559867501259, 0.014615952037274837]","[0.051333632320165634, 0.06187744438648224, 0.005139498505741358, 0.0180115457624197, 0.0037148792762309313, 0.006635875906795263, 0.034987032413482666, 0.016340365633368492, 0.022171758115291595, 0.008539977483451366, 0.02543424628674984, 0.07317895442247391, 0.05859488993883133, 0.020654505118727684, 0.15205630660057068, 0.06451983004808426, 0.00987605657428503, 0.0039057093672454357, 0.004912845324724913]","[4.576583914662708, 3.2972986315554995, 3.9232406592051507, 9.231856254605153, 42.86517075689967, 29.95710152005886, 4.595572288900057, 18.43621238558354, 5.062372578123241, 22.505307516654522, 3.225459682735298, 1.6116892910780212, 1.2345522706988759, 3.008805909889462, 0.6646754033534404, 4.50152470551826, 11.02256916628907, 7.815634960197066, 2.975048280823544]"
15,"[0.13155102729797363, 0.1395566314458847, 0.023339545354247093, 0.019969509914517403, 0.04073917865753174, 0.04337696731090546, 0.33319342136383057, 0.23366385698318481, 0.34359654784202576, 0.18577630817890167, 0.0702570453286171, 0.04306058585643768, 0.04420539364218712, 0.1238354817032814, 0.0557212308049202, 0.06974561512470245, 0.012406520545482635, 0.0430692583322525, 0.013085279613733292]","[0.047829046845436096, 0.03889850154519081, 0.006935768760740757, 0.006261020433157682, 0.028798118233680725, 0.0038156372029334307, 0.04230603203177452, 0.034061361104249954, 0.032160356640815735, 0.04424385353922844, 0.014025136828422546, 0.028459185734391212, 0.01273815706372261, 0.047000449150800705, 0.04141436144709587, 0.010817569680511951, 0.004886023234575987, 0.0037779102567583323, 0.007576244417577982]","[2.750442167979904, 3.587712274308384, 3.365098543417179, 3.1894976430297293, 1.4146472462872728, 11.368210603869151, 7.875789937321021, 6.860085722000985, 10.683853779343865, 4.198917890689261, 5.009366125130284, 1.5130645781056749, 3.470313124657649, 2.634772304110454, 1.3454567173781107, 6.447438489844022, 2.5391857446947412, 11.40028624428163, 1.7271459172269512]"
16,"[0.20195913314819336, 0.4170752763748169, 0.07543575763702393, 0.08455599099397659, 0.14717215299606323, 0.1840161383152008, 0.10069715231657028, 0.23901347815990448, 0.052692580968141556, 0.05684836581349373, 0.030010590329766273, 0.11333925276994705, 0.03397005423903465, 0.10667558759450912, 0.26766151189804077, 0.5328238606452942, 0.12843775749206543, 0.010495468974113464, 0.07049916684627533]","[0.04700940102338791, 0.07504305988550186, 0.008116081357002258, 0.009745183400809765, 0.009474623017013073, 0.03814266249537468, 0.02858780138194561, 0.02450987510383129, 0.010344531387090683, 0.02467920072376728, 0.023467769846320152, 0.04398695006966591, 0.022749781608581543, 0.028199264779686928, 0.08616934716701508, 0.08223928511142731, 0.0096053471788764, 0.0029314043931663036, 0.004489798564463854]","[4.296143510693011, 5.557812767911864, 9.294603432226651, 8.676695708666756, 15.533299080268849, 4.824417758920612, 3.5223818359170753, 9.751721587620118, 5.0937620078081585, 2.3034929878724135, 1.2788002663351525, 2.5766563171677497, 1.4932035315108547, 3.7829208820845523, 3.1062265259971635, 6.478945675699427, 13.371485184264795, 3.580355204004103, 15.702077907072862]"
17,"[0.012881345115602016, 0.015788862481713295, 0.017215929925441742, 0.012319418601691723, 0.5674392580986023, 0.16769103705883026, 0.11334332823753357, 0.260098934173584, 0.023000048473477364, 0.07693979889154434, 0.0659300684928894, 0.042947787791490555, 0.024277348071336746, 0.17513591051101685, 0.18433962762355804, 0.04460686817765236, 0.022981856018304825, 0.016561945900321007, 0.030917078256607056]","[0.008152937516570091, 0.005848828703165054, 0.009020509198307991, 0.002940819598734379, 0.01766204461455345, 0.02713998593389988, 0.03974911943078041, 0.00976816937327385, 0.012865973636507988, 0.014264066703617573, 0.03557920828461647, 0.022068830206990242, 0.0325501412153244, 0.04980950430035591, 0.05229054018855095, 0.003676807275041938, 0.0027159119490534067, 0.012613900005817413, 0.0021884033922106028]","[1.5799636743715837, 2.6994913482710237, 1.908531940599428, 4.189110616303547, 32.127608693222, 6.17874443513884, 2.8514676516271256, 26.62719330862816, 1.7876648222108367, 5.393959555168885, 1.8530504660328786, 1.9460835662185194, 0.7458446312333392, 3.516114303305071, 3.525295913158674, 12.13195711410889, 8.46192971252799, 1.3129916911250914, 14.127687046480197]"
18,"[0.01129007339477539, 0.017703458666801453, 0.01497394684702158, 0.04068221151828766, 0.05406796559691429, 0.13636983931064606, 0.07331740111112595, 0.27209576964378357, 0.1335802525281906, 0.2328372746706009, 0.20615768432617188, 0.10491014271974564, 0.17209194600582123, 0.5884618163108826, 0.17949913442134857, 0.10101516544818878, 0.022674845531582832, 0.28356146812438965, 0.7687472701072693]","[0.0035422625951468945, 0.005743476562201977, 0.006892561912536621, 0.011339548975229263, 0.005427097901701927, 0.03444821387529373, 0.045377667993307114, 0.054019127041101456, 0.02109406888484955, 0.05443543195724487, 0.06007600203156471, 0.04158300906419754, 0.06642621010541916, 0.04861652851104736, 0.04026316478848457, 0.02513894811272621, 0.00600259006023407, 0.04618387296795845, 0.029726076871156693]","[3.1872491356918164, 3.0823593471780737, 2.172479121266366, 3.5876392973967595, 9.962592637210154, 3.958691147364553, 1.6157154907550504, 5.0370264117143995, 6.332597720117067, 4.277311050888287, 3.431614577445649, 2.5229088774643773, 2.5907235371807205, 12.104151290381903, 4.458147673296811, 4.0182733579473595, 3.7775102587463105, 6.139837348009327, 25.861040238820994]"
19,"[0.010265500284731388, 0.0737004354596138, 0.014727064408361912, 0.021990224719047546, 0.2818869352340698, 0.12897954881191254, 0.06909061968326569, 0.03794024512171745, 0.08481618016958237, 0.03390348330140114, 0.12216779589653015, 0.09045401215553284, 0.11135551333427429, 0.2760891020298004, 0.13337662816047668, 0.06861958652734756, 0.026922965422272682, 0.2684808671474457, 0.22200343012809753]","[0.008000875823199749, 0.011055240407586098, 0.0024195120204240084, 0.004293044097721577, 0.020690709352493286, 0.014132505282759666, 0.02220987342298031, 0.02009679190814495, 0.022365393117070198, 0.0157999899238348, 0.03207850828766823, 0.04450268670916557, 0.043918780982494354, 0.058633580803871155, 0.013310365378856659, 0.004050685558468103, 0.006066877394914627, 0.012615556828677654, 0.013317788951098919]","[1.283047070292607, 6.6665610825650266, 6.086791172784114, 5.122291832669107, 13.623841040524871, 9.126446177186681, 3.110806548396552, 1.8878757015113838, 3.7922955221764973, 2.1457914508069797, 3.808400153803114, 2.0325517141620875, 2.5354873437552747, 4.708719785566503, 10.020508405602728, 16.94024024745536, 4.43769729792793, 21.28172943877797, 16.6696912635621]"
20,"[0.06706010550260544, 0.09121782332658768, 0.043398912996053696, 0.018043288961052895, 0.3053690195083618, 0.16056840121746063, 0.052594464272260666, 0.12693336606025696, 0.03341209888458252, 0.03125904127955437, 0.09835758805274963, 0.10556281358003616, 0.07695874571800232, 0.3683294653892517, 0.1509636789560318, 0.1389487087726593, 0.042603034526109695, 0.08713360875844955, 0.19478952884674072]","[0.010427076369524002, 0.017283843830227852, 0.006041343789547682, 0.0028108065016567707, 0.003685691859573126, 0.030865933746099472, 0.03299766406416893, 0.012240953743457794, 0.024086708202958107, 0.019586266949772835, 0.03498499467968941, 0.03920869529247284, 0.042233437299728394, 0.15875230729579926, 0.032513510435819626, 0.019021861255168915, 0.007289212662726641, 0.007013140711933374, 0.00760054774582386]","[6.431343084683549, 5.277635242633708, 7.183652264772535, 6.419256875355048, 82.85256368223074, 5.202123562445334, 1.5938844692152392, 10.369565045378657, 1.3871592001301014, 1.5959672846140247, 2.8114221240642716, 2.692331708377498, 1.822223116054474, 2.32015188732314, 4.643106109813275, 7.30468522027002, 5.844668895992037, 12.424334878977305, 25.62835408194999]"
21,"[0.09734050184488297, 0.18923397362232208, 0.07018093764781952, 0.18268758058547974, 0.406306654214859, 0.39769306778907776, 0.16553986072540283, 0.15532360970973969, 0.03363988548517227, 0.02315782941877842, 0.06436922401189804, 0.19136084616184235, 0.08444593846797943, 0.4475114643573761, 0.030016854405403137, 0.05459275096654892, 0.005975253880023956, 0.07858671993017197, 0.22995181381702423]","[0.05190778151154518, 0.01922319084405899, 0.011751057580113411, 0.017029395326972008, 0.004686582367867231, 0.014989388175308704, 0.017829248681664467, 0.05329160392284393, 0.011028490029275417, 0.02846147119998932, 0.0752260610461235, 0.025858581066131592, 0.031119314953684807, 0.04319215565919876, 0.007593406364321709, 0.00782844889909029, 0.0028429850935935974, 0.005555550567805767, 0.013649901375174522]","[1.8752583718730642, 9.844045931677657, 5.972308208802275, 10.72777847232955, 86.69572458613608, 26.53164112756639, 9.2847356431594, 2.914598140724355, 3.0502711972241268, 0.8136553889310932, 0.8556771831032228, 7.400284094183273, 2.713618169090842, 10.360943035314058, 3.953015677712177, 6.973635731708347, 2.1017535032064134, 14.145622287299377, 16.84640844623569]"
22,"[0.20864591002464294, 0.31615495681762695, 0.11455928534269333, 0.07942206412553787, 0.12989649176597595, 0.4087657630443573, 0.09360199421644211, 0.07095415145158768, 0.06567458063364029, 0.08986867219209671, 0.06579068303108215, 0.06730140745639801, 0.0679493322968483, 0.19874057173728943, 0.40743663907051086, 0.05885828658938408, 0.024280063807964325, 0.01688574254512787, 0.05441298708319664]","[0.1166275292634964, 0.04355955496430397, 0.00878115277737379, 0.0068290624767541885, 0.004448552615940571, 0.02890908718109131, 0.015790395438671112, 0.0276752058416605, 0.03992714732885361, 0.02114618755877018, 0.02746923267841339, 0.050694774836301804, 0.035984620451927185, 0.03331531584262848, 0.0723147988319397, 0.004263587296009064, 0.007265577092766762, 0.006761530879884958, 0.005298238713294268]","[1.7889936564912523, 7.257993270975989, 13.046041703986269, 11.63000988728495, 29.199720219227203, 14.139698029335236, 5.927780249708519, 2.56381657493502, 1.6448603275541334, 4.249875867332149, 2.3950681040604223, 1.3275807550920304, 1.8882881476441755, 5.96544162078727, 5.634208290026466, 13.804874276757145, 3.341794257766024, 2.497325360941806, 10.270014249577756]"
23,"[0.03067770227789879, 0.06626927852630615, 0.014549518935382366, 0.016428323462605476, 0.2047887146472931, 0.5826601982116699, 0.22692307829856873, 0.2648611068725586, 0.07422573864459991, 0.1902913898229599, 0.1977374255657196, 0.1729433834552765, 0.10620512068271637, 0.4735892415046692, 0.02721094898879528, 0.07146380096673965, 0.01632429100573063, 0.06595635414123535, 0.16940481960773468]","[0.0032905603293329477, 0.012930771335959435, 0.0049407160840928555, 0.0045224386267364025, 0.008177516050636768, 0.02130829356610775, 0.020858867093920708, 0.03153349459171295, 0.02994830533862114, 0.024463701993227005, 0.07705456763505936, 0.014264516532421112, 0.05807424709200859, 0.07416412234306335, 0.008744558319449425, 0.007841271348297596, 0.004095954820513725, 0.006064611487090588, 0.0038397214375436306]","[9.32294175081047, 5.124928498427361, 2.944819877876821, 3.632624965982325, 25.042899748432358, 27.34429185537548, 10.878974264364778, 8.39935789870129, 2.478462063390241, 7.778519779044226, 2.5661999234390653, 12.124026991184879, 1.8287817061916058, 6.385691983436038, 3.1117579636095947, 9.113802825131799, 3.9854665691071256, 10.875610792485734, 44.11903893635246]"
