,vv_list,vh_list,vv/vh_list
10,"[0.1566355973482132, 0.19084136188030243, 0.1350557506084442, 0.07131282985210419, 0.14774560928344727, 0.2943902015686035, 0.12458793073892593, 0.13444176316261292, 0.04726496338844299, 0.024263929575681686, 0.04516907036304474, 0.09938102215528488, 0.054146844893693924, 0.04110417142510414, 0.31902799010276794, 0.11666382849216461, 0.06948308646678925, 0.14758457243442535, 0.1059703454375267]","[0.011569375172257423, 0.05671433359384537, 0.01505892351269722, 0.006096710916608572, 0.0046655042096972466, 0.034701716154813766, 0.019329337403178215, 0.02210063301026821, 0.017345765605568886, 0.019381189718842506, 0.02832873724400997, 0.02903551049530506, 0.015978997573256493, 0.01289149560034275, 0.037323251366615295, 0.07321550697088242, 0.013661829754710197, 0.0166183989495039, 0.013094011694192886]","[13.538812167126771, 3.3649581999322393, 8.968486392441623, 11.69693476163267, 31.66766176662281, 8.483447915234192, 6.445535516310074, 6.083163459623519, 2.724870407176983, 1.2519318951866072, 1.5944611287817145, 3.4227406530825224, 3.388625891296064, 3.188471896465705, 8.54770092157969, 1.593430590305978, 5.085928291767325, 8.880793684329689, 8.093038857184151]"
11,"[0.009217494167387486, 0.023297753185033798, 0.008586668409407139, 0.015496975742280483, 0.13636553287506104, 0.1517784148454666, 0.021022852510213852, 0.10652869939804077, 0.011575537733733654, 0.013377631083130836, 0.10785235464572906, 0.05589834600687027, 0.029935525730252266, 0.0961885079741478, 0.232779398560524, 0.12064281105995178, 0.4241146445274353, 0.22510512173175812, 0.29353901743888855]","[0.0029011887963861227, 0.00496308971196413, 0.0011518672108650208, 0.0022085788659751415, 0.0029268052894622087, 0.02768942341208458, 0.01532431598752737, 0.026453588157892227, 0.008410176262259483, 0.020978612825274467, 0.06749585270881653, 0.017793720588088036, 0.029717296361923218, 0.03773992881178856, 0.04663800820708275, 0.04734509065747261, 0.032746680080890656, 0.02562754601240158, 0.014625389128923416]","[3.177143858706918, 4.694203517794921, 7.45456449182088, 7.0167182983697485, 46.59193878254804, 5.481458121631579, 1.3718623739764035, 4.027003775903979, 1.3763727861065973, 0.6376794878932046, 1.5979108392187338, 3.1414647504519815, 1.0073435135441415, 2.5487199102533036, 4.991195111226311, 2.548158835152856, 12.951378383390006, 8.78371739622772, 20.070509909263258]"
12,"[0.024631714448332787, 0.10764174163341522, 0.06095759570598602, 0.028670914471149445, 0.5808747410774231, 0.18758805096149445, 0.07527465373277664, 0.07146961241960526, 0.02710457518696785, 0.0774930939078331, 0.04766186326742172, 0.0596722848713398, 0.03272702172398567, 0.03929059952497482, 0.3045395612716675, 0.2892294228076935, 0.13431988656520844, 0.682051956653595, 0.7976256012916565]","[0.003166637849062681, 0.00874626636505127, 0.00767281511798501, 0.006778541952371597, 0.03946179896593094, 0.013635851442813873, 0.029656751081347466, 0.03152043744921684, 0.020870786160230637, 0.05218881368637085, 0.02087823487818241, 0.018582230433821678, 0.04261656105518341, 0.015292814932763577, 0.037410885095596313, 0.07038133591413498, 0.06189125403761864, 0.040088504552841187, 0.020620429888367653]","[7.778506928294225, 12.307164810751134, 7.944619382669858, 4.2296580404165525, 14.719925505142761, 13.75697379428065, 2.5381962281134847, 2.267405474138843, 1.2986849167481636, 1.4848602302694318, 2.2828492708082324, 3.211255241067819, 0.7679414038502085, 2.5692195778030373, 8.140399792559712, 4.109461962480402, 2.170256341607917, 17.01365426975639, 38.681327480064375]"
13,"[0.060433439910411835, 0.2314806431531906, 0.17288236320018768, 0.4389294683933258, 0.1620473712682724, 0.02459186315536499, 0.2770838439464569, 0.4305405616760254, 0.10424264520406723, 0.3675682842731476, 0.15755106508731842, 0.019318675622344017, 0.0947280079126358, 0.1770097017288208, 0.16485142707824707, 0.40992361307144165, 0.20345543324947357, 0.039001595228910446, 0.11147148162126541]","[0.019292425364255905, 0.027486344799399376, 0.02803633362054825, 0.2036830335855484, 0.0075343879871070385, 0.019700847566127777, 0.003331106388941407, 0.015031463466584682, 0.06482908874750137, 0.060506533831357956, 0.04390222951769829, 0.015954749658703804, 0.03174355626106262, 0.04973338916897774, 0.041481178253889084, 0.14798708260059357, 0.027296025305986404, 0.008246702142059803, 0.015064602717757225]","[3.1324957214752303, 8.42165973113489, 6.16636845387942, 2.1549633303599247, 21.50770195874839, 1.2482642217711726, 83.18072483854574, 28.642624361435452, 1.6079609819918212, 6.074852763796108, 3.5886802747410567, 1.2108416638054291, 2.9841649477954477, 3.5591723123352788, 3.9741259534447133, 2.7699959068575994, 7.453665175378223, 4.729356603046767, 7.399563314727822]"
14,"[0.08470380306243896, 0.03765290975570679, 0.12039917707443237, 0.13461065292358398, 0.07825961709022522, 0.126569926738739, 0.29588550329208374, 0.20927231013774872, 0.07465997338294983, 0.13222859799861908, 0.15906716883182526, 0.021354947239160538, 0.0619264654815197, 0.02558787725865841, 0.05612591654062271, 0.029300376772880554, 0.384549081325531, 0.012144128791987896, 0.020521150901913643]","[0.03579526022076607, 0.034705739468336105, 0.03751853108406067, 0.05137573182582855, 0.014077422209084034, 0.016200745478272438, 0.0052746357396245, 0.01800449751317501, 0.025695892050862312, 0.07776029407978058, 0.03550218790769577, 0.008044161833822727, 0.009940244257450104, 0.020326312631368637, 0.017095118761062622, 0.04706583172082901, 0.0870196595788002, 0.0012516380520537496, 0.005610883701592684]","[2.36634131278921, 1.0849188155192468, 3.2090589262323927, 2.6201213713107645, 5.559229234435051, 7.812598926912822, 56.09591219149244, 11.62333522413559, 2.9055217555852226, 1.7004642223054747, 4.480489181269429, 2.6547137763154987, 6.229873620570892, 1.2588548509860982, 3.283154526452319, 0.6225402951906969, 4.41910578812716, 9.702588357761423, 3.6573830421914804]"
15,"[0.08884157240390778, 0.3418023884296417, 0.13864099979400635, 0.10870199650526047, 0.10198461264371872, 0.04057365283370018, 0.7556964159011841, 0.31002262234687805, 0.09017785638570786, 0.08312465995550156, 0.060104645788669586, 0.027620457112789154, 0.018467165529727936, 0.13564206659793854, 0.11643363535404205, 0.393343061208725, 0.04874353110790253, 0.021034417673945427, 0.022148452699184418]","[0.017318207770586014, 0.015588562935590744, 0.041924696415662766, 0.04104020446538925, 0.013298550620675087, 0.0015694868052378297, 0.023343754932284355, 0.034833814948797226, 0.026730934157967567, 0.059818170964717865, 0.035989828407764435, 0.011882971972227097, 0.01256551779806614, 0.03616613894701004, 0.028661157935857773, 0.03315768018364906, 0.007725554518401623, 0.0050477925688028336, 0.005572398658841848]","[5.12995187381919, 21.926484810813562, 3.306905276533167, 2.6486709294280675, 7.668851708182736, 25.85154121608045, 32.37253038739101, 8.900047921899603, 3.3735392804754993, 1.3896222270742848, 1.670045355806771, 2.324372823342825, 1.4696700785836356, 3.7505266126605, 4.062419097463357, 11.862804002877528, 6.309389312029256, 4.1670527041752194, 3.97467124216624]"
16,"[0.04951200261712074, 0.05799511820077896, 0.2259891927242279, 0.07016434520483017, 0.16730041801929474, 0.29719287157058716, 0.1205151155591011, 0.24811360239982605, 0.05194573849439621, 0.10776744037866592, 0.05040893703699112, 0.048479750752449036, 0.0386236310005188, 0.06245116516947746, 0.1629805564880371, 0.08868007361888885, 0.08436627686023712, 0.05630328506231308, 0.10517936944961548]","[0.009270338341593742, 0.02017264999449253, 0.007138832937926054, 0.01018931157886982, 0.012303792871534824, 0.06060682609677315, 0.02983444184064865, 0.022450698539614677, 0.05502212792634964, 0.046087685972452164, 0.039121758192777634, 0.03125333786010742, 0.07876639813184738, 0.017719851806759834, 0.09043571352958679, 0.014523577876389027, 0.01785232312977314, 0.0028266056906431913, 0.005837933626025915]","[5.340905670613173, 2.874938008472491, 31.656321795069406, 6.886073181855989, 13.597467038505584, 4.903620445262195, 4.039462719054539, 11.05148697097442, 0.9440881414824349, 2.338313111295746, 1.2885140997138835, 1.5511863395023116, 0.49035669925983605, 3.524361594584745, 1.8021702945343232, 6.105938521048316, 4.725787016454772, 19.919044686243918, 18.016540815181337]"
17,"[0.231244757771492, 0.2661544680595398, 0.159125417470932, 0.050262462347745895, 0.18566198647022247, 0.2660906910896301, 0.06221030652523041, 0.11725281178951263, 0.03411240130662918, 0.05062119662761688, 0.016844473779201508, 0.077166847884655, 0.026885859668254852, 0.030480531975626945, 0.31801915168762207, 0.014526945538818836, 0.013805164955556393, 0.2476324886083603, 0.21965326368808746]","[0.01746893674135208, 0.0539737306535244, 0.009853951632976532, 0.007150175981223583, 0.0035191092174500227, 0.034915391355752945, 0.038999270647764206, 0.024613067507743835, 0.031086696311831474, 0.00981347355991602, 0.019761214032769203, 0.05796169489622116, 0.01541105192154646, 0.02922728843986988, 0.06562396138906479, 0.002963319653645158, 0.005862121004611254, 0.001957980915904045, 0.007216187659651041]","[13.237483265028633, 4.9311853162064185, 16.14838629189271, 7.029541997250908, 52.75823368868181, 7.621014136099232, 1.5951658964882942, 4.763843911475975, 1.0973311851618706, 5.158336272936378, 0.8524007559084686, 1.3313421566229238, 1.744583030744661, 1.042879227005112, 4.846082817253014, 4.902253970795674, 2.3549778219687023, 126.4733923588947, 30.43896223989128]"
18,"[0.3942123055458069, 0.22441644966602325, 0.18130941689014435, 0.20485959947109222, 0.3130676746368408, 0.28845643997192383, 0.05876700207591057, 0.05112414062023163, 0.0332995168864727, 0.04707173630595207, 0.0242972020059824, 0.03209241107106209, 0.07559319585561752, 0.11265486478805542, 0.17498034238815308, 0.14165925979614258, 0.09118722379207611, 0.0204353965818882, 0.02126869559288025]","[0.052545178681612015, 0.02435818500816822, 0.010846150107681751, 0.02600335143506527, 0.002272001700475812, 0.03242813050746918, 0.0401717834174633, 0.03612351417541504, 0.014539764262735844, 0.03597775474190712, 0.012177367694675922, 0.02650979533791542, 0.020732944831252098, 0.025692155584692955, 0.043276671320199966, 0.061135031282901764, 0.0058382656425237656, 0.0061792731285095215, 0.0029396030586212873]","[7.502349700520858, 9.213184380969597, 16.71647682265918, 7.878199853686591, 137.7937677473027, 8.89525345611532, 1.4628925349220028, 1.4152593341825455, 2.290237742837171, 1.3083566955089228, 1.9952753842363977, 1.2105869042739148, 3.6460423963348925, 4.384796145916759, 4.043294852635273, 2.3171536322704362, 15.618889131714413, 3.307087444897802, 7.235227059144355]"
19,"[0.2983225882053375, 0.20360225439071655, 0.02488674223423004, 0.21529562771320343, 0.11500490456819534, 0.2911529541015625, 0.23830804228782654, 0.13034974038600922, 0.08861222118139267, 0.047830142080783844, 0.07624758780002594, 0.0205975528806448, 0.0708029717206955, 0.053583625704050064, 0.07854631543159485, 0.3183591365814209, 0.21561147272586823, 0.1793474704027176, 0.05253641679883003]","[0.03924712538719177, 0.04857172816991806, 0.003905212040990591, 0.017525652423501015, 0.011379926465451717, 0.01511309016495943, 0.013898245990276337, 0.02572818100452423, 0.016450047492980957, 0.05961791053414345, 0.023008253425359726, 0.022130439057946205, 0.04183373227715492, 0.04612582176923752, 0.021062668412923813, 0.10027208179235458, 0.017789261415600777, 0.0050358581356704235, 0.0030340205412358046]","[7.601132191523371, 4.191785264021418, 6.372699349743197, 12.284599883112076, 10.105944437983705, 19.264951834709315, 17.146627168245157, 5.066418817680409, 5.3867456139079515, 0.8022780679874936, 3.3139233296163955, 0.9307340368038922, 1.6924851756380448, 1.1616839255921148, 3.729172101641202, 3.1749528970654595, 12.120316166515035, 35.614083155430485, 17.315774921362635]"
20,"[0.028399666771292686, 0.07007275521755219, 0.019253047183156013, 0.16041827201843262, 0.16343726217746735, 0.3453381657600403, 0.07435962557792664, 0.12565460801124573, 0.04059228673577309, 0.05116705968976021, 0.03324851021170616, 0.046949222683906555, 0.04416082799434662, 0.2120664268732071, 0.42500925064086914, 0.031032662838697433, 0.01794850081205368, 0.589138925075531, 0.2906250059604645]","[0.008000931702554226, 0.004787505604326725, 0.0024789830204099417, 0.0036072430666536093, 0.013000567443668842, 0.039198316633701324, 0.022423511371016502, 0.022895926609635353, 0.02494482696056366, 0.011478768661618233, 0.022602340206503868, 0.017998820170760155, 0.03484317287802696, 0.020612599328160286, 0.11397599428892136, 0.005321763455867767, 0.006676416844129562, 0.006201333366334438, 0.010558709502220154]","[3.5495449563988086, 14.636589700119345, 7.766510308720145, 44.471156795998915, 12.571548348611492, 8.810025414793724, 3.3161454665855827, 5.488076990881258, 1.6272827548552316, 4.457539061733026, 1.4710206955534115, 2.6084611234783908, 1.26741695278261, 10.28819429791606, 3.728936547493499, 5.831274369115537, 2.6883433480992776, 95.0019762320513, 27.524671068879723]"
21,"[0.3674914836883545, 0.34334778785705566, 0.177052304148674, 0.08193279057741165, 0.11198638379573822, 0.6724015474319458, 0.05213643237948418, 0.049452394247055054, 0.07782293856143951, 0.14769113063812256, 0.1376829743385315, 0.13277821242809296, 0.13509580492973328, 0.3508361279964447, 0.31211936473846436, 0.15949754416942596, 0.31978166103363037, 0.08327427506446838, 0.10878415405750275]","[0.06797023117542267, 0.01748015359044075, 0.02365591749548912, 0.007624777965247631, 0.0031035663560032845, 0.060054752975702286, 0.042222440242767334, 0.03227318450808525, 0.03069339320063591, 0.022645272314548492, 0.034258920699357986, 0.09678264707326889, 0.01571541093289852, 0.030230745673179626, 0.033693186938762665, 0.03255622833967209, 0.011942770332098007, 0.004702484700828791, 0.005464725662022829]","[5.4066534324402244, 19.642149371320162, 7.484482653544747, 10.74559691453923, 36.083128552776365, 11.19647511836398, 1.2348038644785602, 1.5323059995726784, 2.5354947904497953, 6.521941029750309, 4.018894101970693, 1.3719216868244344, 8.596390225274018, 11.60527536400475, 9.26357501609275, 4.899140726785812, 26.776171034133398, 17.708569057075653, 19.90660845310121]"
22,"[0.019193867221474648, 0.01821991056203842, 0.0964297205209732, 0.046018216758966446, 0.1815900057554245, 0.07383807748556137, 0.054981332272291183, 0.04420369118452072, 0.020071130245923996, 0.021431639790534973, 0.11675799638032913, 0.04693157225847244, 0.031706761568784714, 1.4765950441360474, 0.029724759981036186, 0.009688158519566059, 0.10994994640350342, 0.18059630692005157, 0.16438694298267365]","[0.005288104061037302, 0.0029429004061967134, 0.00415990361943841, 0.008342703804373741, 0.0200484711676836, 0.028838902711868286, 0.02803547866642475, 0.01686391420662403, 0.011194136925041676, 0.008977849967777729, 0.023426750674843788, 0.008280616253614426, 0.02668742835521698, 0.0585998073220253, 0.0161750428378582, 0.00783970020711422, 0.008111323229968548, 0.013114224188029766, 0.017189355567097664]","[3.6296311494501157, 6.191140727587552, 23.180758340259647, 5.515983527407621, 9.057548789462404, 2.5603636249022137, 1.9611340661052008, 2.6211999564820965, 1.7930038180097811, 2.3871684052924653, 4.9839603452008685, 5.667642458130718, 1.1880785644371212, 25.197950498739182, 1.8376928134906971, 1.2357817599676115, 13.55511835569272, 13.771024830038666, 9.563298771789242]"
23,"[0.49017852544784546, 0.15133322775363922, 0.04559464752674103, 0.27833372354507446, 0.23931726813316345, 0.3596302270889282, 0.054452478885650635, 0.13809815049171448, 0.03522583469748497, 0.09532088786363602, 0.1357760727405548, 0.09184859693050385, 0.09093181788921356, 0.07079904526472092, 0.3430291712284088, 0.03708484396338463, 0.05581444501876831, 0.19763655960559845, 0.09673604369163513]","[0.030944326892495155, 0.02234862744808197, 0.01177168171852827, 0.0033510541543364525, 0.018791871145367622, 0.028153620660305023, 0.021062755957245827, 0.06320468336343765, 0.022641316056251526, 0.04861803725361824, 0.03128251060843468, 0.035782597959041595, 0.045612040907144547, 0.04012377932667732, 0.03516682609915733, 0.005779933650046587, 0.010559981688857079, 0.00798128917813301, 0.004187834914773703]","[15.84065884356745, 6.771477492530626, 3.873248412329772, 83.0585573154331, 12.73514842039333, 12.773853545451297, 2.5852494799911674, 2.184935405777238, 1.5558209871708724, 1.960607487430852, 4.3403189226105665, 2.5668509881713444, 1.9935923953573902, 1.7645158669698984, 9.754339793451775, 6.416136621756155, 5.285467973648465, 24.762485758200498, 23.099297288528014]"
